apn,address,zip_code,zoning,lot_size,building_sqft,units,toc_status,lot_size_sqft,building_size_sqft,base_zoning,latitude,longitude,toc_eligible,high_quality_transit,opportunity_zone,overlay_count,methane_zone,fault_zone,flood_zone,specific_plan_area,assessed_land_value,total_assessed_value,assessor_parcel_id,site_address,toc_toc_tier,toc_bonus_points,toc_description,toc_nearest_station,toc_distance_feet,toc_station_type,toc_station_line,development_score,score_breakdown,suggested_use,investment_tier
6119020023,800 W 145TH ST,90247.0,R1-1,"5,279.1 (sq ft)","1,078.0 (sq ft)",1.0,,5279.1,1078.0,R1,,,False,No,none,0,none,none,none,,2994637.2461990057,3278620.105854015,6119020023,800 W 145TH ST,0.0,0.0,No TOC Tier,San Pedro Street,6283.0,rail,Blue,29.53,"{""zoning_score"": 45.0, ""lot_size_score"": 56.3955, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5021010023,4213 S HARVARD BLVD,90062.0,R1-1,"5,724.6 (sq ft)","1,149.0 (sq ft)",1.0,,5724.6,1149.0,R1,33.961418659162625,-118.29956953775289,False,No,none,0,none,none,none,,6856022.010358377,7180264.677294671,5021010023,4213 S HARVARD BLVD,0.0,0.0,No TOC Tier,Long Beach,51205.0,rail,Blue,29.97,"{""zoning_score"": 45.0, ""lot_size_score"": 58.623000000000005, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
4008022018,7019 S 3RD AVE,90043.0,R1-1,"6,003.6 (sq ft)","1,438.0 (sq ft)",1.0,,6003.6,1438.0,R1,33.9760514782255,-118.31291275068232,False,No,none,0,none,none,none,,7096502.94194736,7851845.417000388,4008022018,7019 S 3RD AVE,0.0,0.0,No TOC Tier,Sierra Madre Villa,40700.0,rail,Gold,30.25,"{""zoning_score"": 45.0, ""lot_size_score"": 60.018, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
7422027031,1575 N BAYPOINT AVE,90744.0,R1-1XL-CUGU,"4,976.5 (sq ft)","1,346.0 (sq ft)",1.0,,4976.5,1346.0,R1,33.79755252697641,-118.28682650002504,False,No,none,0,none,none,none,,3552341.312869747,4096082.1741037085,7422027031,1575 N BAYPOINT AVE,0.0,0.0,No TOC Tier,Pershing Square,5475.0,rail,Red/Purple,29.23,"{""zoning_score"": 45.0, ""lot_size_score"": 54.8825, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
2175019031,4938 N HOOD DR,91364.0,RA-1,"19,615.8 (sq ft)","5,075.0 (sq ft)",1.0,,19615.8,5075.0,RA,34.2411326588953,-118.37616206945795,False,No,none,0,none,none,none,,21143789.94942783,23397537.9958799,2175019031,4938 N HOOD DR,3.0,12.0,Tier 3 - Rail Proximity/Bus Intersection,Wilshire/Western,1393.0,rail,Purple,39.72,"{""zoning_score"": 38.0, ""lot_size_score"": 89.6158, ""toc_bonus"": 20, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
7458008010,1056 W 10TH ST,90731.0,RD1.5-1XL,"5,400.7 (sq ft)","1,152.0 (sq ft)",1.0,,5400.7,1152.0,RD1.5,33.70166890407732,-118.29950899327636,False,No,none,0,none,none,none,,5562762.675629234,5881570.998380052,7458008010,1056 W 10TH ST,0.0,0.0,No TOC Tier,Grand/LATTC,3655.0,rail,Blue,40.15,"{""zoning_score"": 75.0, ""lot_size_score"": 57.0035, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
4409004006,1247 N VILLA WOODS DR,90272.0,RE11-1,"26,585.3 (sq ft)","3,839.0 (sq ft)",1.0,,26585.3,3839.0,RE11,34.03567097817954,-118.48042811215421,False,No,none,0,none,none,none,,27889823.687875375,29551387.87120983,4409004006,1247 N VILLA WOODS DR,,,,,,,,37.11,"{""zoning_score"": 40.0, ""lot_size_score"": 95.52843333333334, ""toc_bonus"": 5, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5459010019,3228 W WELDON AVE,90065.0,RD2-1-CDO-HCR,"4,802.7 (sq ft)","1,678.0 (sq ft)",1.0,,4802.7,1678.0,RD2,34.11660659165601,-118.21836153974894,False,No,none,0,none,none,none,,2462256.715549111,3392334.662935067,5459010019,3228 W WELDON AVE,,,,,,,,43.05,"{""zoning_score"": 85.0, ""lot_size_score"": 54.0135, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
2076003028,22932 W CASS AVE,91364.0,R1-1,"8,141.9 (sq ft)","1,778.0 (sq ft)",1.0,,8141.9,1778.0,R1,34.24543224032227,-118.38518460761553,False,No,none,0,none,none,none,,4827415.32994662,5429721.157332759,2076003028,22932 W CASS AVE,,,,,,,,32.01,"{""zoning_score"": 45.0, ""lot_size_score"": 68.80633333333333, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5305032018,4558 E BERYL ST,90032.0,RD3-1,"6,273.9 (sq ft)","1,064.0 (sq ft)",1.0,,6273.9,1064.0,RD3,34.07406228353021,-118.19053161606003,False,No,none,0,none,none,none,,5796262.509403616,6242408.20127769,5305032018,4558 E BERYL ST,3.0,12.0,Tier 3 - Rail Proximity/Bus Intersection,Expo/Western,1187.0,rail,Expo,54.02,"{""zoning_score"": 95.0, ""lot_size_score"": 61.369499999999995, ""toc_bonus"": 20, ""financial_score"": 25, ""risk_penalty"": 0}",Value-Add Investment,C
5527004014,7755 W WARING AVE,90046.0,R2-1XL,"4,891.5 (sq ft)","2,419.0 (sq ft)",3.0,,4891.5,2419.0,R2,34.10405601666543,-118.3557987668073,False,No,none,0,none,none,none,,3479208.525009692,4529690.838054125,5527004014,7755 W WARING AVE,3.0,12.0,Tier 3 - Rail Proximity/Bus Intersection,Wilshire/Vermont,921.0,rail,Purple,40.39,"{""zoning_score"": 60.0, ""lot_size_score"": 54.457499999999996, ""toc_bonus"": 20, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
4252017015,3578 S GREENFIELD AVE,90034.0,R1-1,"5,962.9 (sq ft)","2,504.0 (sq ft)",1.0,,5962.9,2504.0,R1,34.03261866528205,-118.39825922556734,False,No,none,0,none,none,none,,6992232.592578988,8074342.406239623,4252017015,3578 S GREENFIELD AVE,,,,,,,,30.21,"{""zoning_score"": 45.0, ""lot_size_score"": 59.814499999999995, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
4259039052,12004 W AYRES AVE,90064.0,R1-1,"4,726.6 (sq ft)","1,500.0 (sq ft)",1.0,,4726.6,1500.0,R1,34.02884326457897,-118.4231481373082,False,No,none,0,none,none,none,,5015936.228277528,5499052.287712899,4259039052,12004 W AYRES AVE,,,,,,,,28.98,"{""zoning_score"": 45.0, ""lot_size_score"": 53.633, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
2747009083,21323 W MAYALL ST,91311.0,RS-1,"7,352.5 (sq ft)","1,969.0 (sq ft)",1.0,,7352.5,1969.0,RS,34.27746355566107,-118.42087150086643,False,No,none,0,none,none,none,,4946559.956263283,6108552.102945724,2747009083,21323 W MAYALL ST,,,,,,,,30.78,"{""zoning_score"": 43.0, ""lot_size_score"": 66.175, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
4316010001,3116 S QUEENSBURY DR,90064.0,R1V2,"7,535.0 (sq ft)","1,529.0 (sq ft)",1.0,,7535.0,1529.0,R1V2,34.049713975542154,-118.42363174051809,False,No,none,0,none,none,none,,5576352.993942394,6175937.026525442,4316010001,3116 S QUEENSBURY DR,0.0,0.0,No TOC Tier,North Hollywood,33739.0,rail,Red,31.61,"{""zoning_score"": 45.0, ""lot_size_score"": 66.78333333333333, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5518010034,3921 W 1ST ST,90004.0,R3-1,"7,321.2 (sq ft)","7,680.0 (sq ft)",10.0,,7321.2,7680.0,R3,34.0632835678476,-118.30370746227531,False,No,none,0,none,none,none,,5957555.172293009,10385772.92610896,5518010034,3921 W 1ST ST,,,,,,,,44.81,"{""zoning_score"": 80.0, ""lot_size_score"": 66.07066666666667, ""toc_bonus"": 12, ""financial_score"": 0, ""risk_penalty"": 0}",Multi-Family Development,D
5455006037,1729 N KILBOURN ST,90065.0,R1-1-HCR,"4,000.0 (sq ft)","1,102.0 (sq ft)",1.0,,4000.0,1102.0,R1,34.11548225266136,-118.223707169113,False,No,none,0,none,none,none,,2973987.386548603,3509574.738379238,5455006037,1729 N KILBOURN ST,0.0,0.0,No TOC Tier,North Hollywood,49281.0,rail,Red,28.25,"{""zoning_score"": 45.0, ""lot_size_score"": 50.0, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
2647024013,9950 N OBECK AVE,91331.0,RS-1,"7,457.4 (sq ft)","1,050.0 (sq ft)",1.0,,7457.4,1050.0,RS,34.273627738890625,-118.22025774669164,False,No,none,0,none,none,none,,3573679.9860310103,3845505.871233998,2647024013,9950 N OBECK AVE,0.0,0.0,No TOC Tier,North Hollywood,39219.0,rail,Red,30.85,"{""zoning_score"": 43.0, ""lot_size_score"": 66.52466666666666, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
2280006033,15737 W ROYAL RIDGE ROAD,91403.0,RE15-1-H,"30,896.0 (sq ft)","4,777.0 (sq ft)",1.0,,30896.0,4777.0,RE15,34.24214299873498,-118.26151519413183,False,No,none,0,none,none,none,,29530129.95697396,31229832.18489759,2280006033,15737 W ROYAL RIDGE ROAD,0.0,0.0,No TOC Tier,San Pedro Street,5176.0,rail,Blue,35.89,"{""zoning_score"": 40.0, ""lot_size_score"": 96.96533333333333, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
7425012038,,,R1-1XL-O-CUGU,"7,545.1 (sq ft)","1,692.0 (sq ft)",1.0,,7545.1,1692.0,R1,,,False,No,none,0,none,none,none,,3167126.3936030706,3920486.1330967443,7425012038,,0.0,0.0,No TOC Tier,Highland Park,12500.0,rail,Gold,31.61,"{""zoning_score"": 45.0, ""lot_size_score"": 66.81700000000001, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5570037003,3116 N NICHOLS CANYON ROAD,90046.0,RE15-1-H-HCR,"8,193.1 (sq ft)","1,865.0 (sq ft)",1.0,,8193.1,1865.0,RE15,34.099623777229326,-118.3607438657084,False,No,none,0,none,none,none,,9534186.070515545,10445467.548748953,5570037003,3116 N NICHOLS CANYON ROAD,,,,,,,,30.3,"{""zoning_score"": 40.0, ""lot_size_score"": 68.977, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5020013014,4158 S RAYMOND AVE,90037.0,R2-1-CPIO,"6,406.7 (sq ft)","1,931.0 (sq ft)",1.0,,6406.7,1931.0,R2,34.0022377038299,-118.29043104018339,False,No,none,0,none,none,none,,6134904.522555702,6641052.390282569,5020013014,4158 S RAYMOND AVE,,,,,,,,35.91,"{""zoning_score"": 60.0, ""lot_size_score"": 62.0335, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
7445017044,1130 W VIA FRANCISCA,90732.0,R1-1XL,"10,177.3 (sq ft)","1,920.0 (sq ft)",1.0,,10177.3,1920.0,R1,33.7328820509941,-118.31318486405617,False,No,none,0,none,none,none,,7221381.077904656,7882904.044588306,7445017044,1130 W VIA FRANCISCA,0.0,0.0,No TOC Tier,Sierra Madre Villa,40018.0,rail,Gold,33.32,"{""zoning_score"": 45.0, ""lot_size_score"": 75.3546, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5116011022,1415 E 41ST PL,90011.0,R2-1,"4,828.9 (sq ft)",420.0 (sq ft),1.0,,4828.9,420.0,R2,33.98983088759965,-118.26205695976618,False,No,none,0,none,none,none,,5378321.345476412,5498293.0318359025,5116011022,1415 E 41ST PL,,,,,,,,34.33,"{""zoning_score"": 60.0, ""lot_size_score"": 54.144499999999994, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
6031004026,329 W 74TH ST,90003.0,R2-1,"5,608.3 (sq ft)",522.0 (sq ft),1.0,,5608.3,522.0,R2,33.969260454061654,-118.24963727777613,False,No,none,0,none,none,none,,6425261.378873759,6635658.978608512,6031004026,329 W 74TH ST,2.0,8.0,Tier 2 - Transit Zone,San Pedro,1789.0,rapid_bus,Silver,39.61,"{""zoning_score"": 60.0, ""lot_size_score"": 58.0415, ""toc_bonus"": 15, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5023017029,4318 S 7TH AVE,90008.0,R1-1,"4,435.3 (sq ft)","1,215.0 (sq ft)",1.0,,4435.3,1215.0,R1,34.0102883437112,-118.34125765495227,False,No,none,0,none,none,none,,4900815.6035912465,5500840.050641313,5023017029,4318 S 7TH AVE,0.0,0.0,No TOC Tier,Sierra Madre Villa,48315.0,rail,Gold,28.69,"{""zoning_score"": 45.0, ""lot_size_score"": 52.176500000000004, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
4241011008,714 E MILWOOD AVE,90291.0,R2-1,"5,400.9 (sq ft)","1,296.0 (sq ft)",1.0,,5400.9,1296.0,R2,33.97959737175584,-118.47537523252699,False,No,none,0,none,none,none,,2593531.430458303,3094712.7604714567,4241011008,714 E MILWOOD AVE,0.0,0.0,No TOC Tier,Hollywood/Western,14326.0,rail,Red,34.9,"{""zoning_score"": 60.0, ""lot_size_score"": 57.0045, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
2078006006,22611 W FLAMINGO ST,91364.0,RE15-1-H,"10,471.9 (sq ft)","2,233.0 (sq ft)",1.0,,10471.9,2233.0,RE15,34.22768750019628,-118.38308209937827,False,No,none,0,none,none,none,,4960844.377665649,5628234.980998006,2078006006,22611 W FLAMINGO ST,,,,,,,,31.69,"{""zoning_score"": 40.0, ""lot_size_score"": 75.9438, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
6121013003,16932 S MERIT AVE,90247.0,R1-1,"5,200.4 (sq ft)","1,594.0 (sq ft)",1.0,,5200.4,1594.0,R1,,,False,No,none,0,none,none,none,,3996581.1116661783,4844550.193073187,6121013003,16932 S MERIT AVE,0.0,0.0,No TOC Tier,Long Beach,54659.0,rail,Blue,29.45,"{""zoning_score"": 45.0, ""lot_size_score"": 56.001999999999995, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
2275029012,14315 W MULHOLLAND DR,90077.0,RE15-1-H,"8,238.3 (sq ft)","1,532.0 (sq ft)",1.0,,8238.3,1532.0,RE15,34.07877164116691,-118.44264451776372,False,No,none,0,none,none,none,,4034044.528679529,4656503.1244374765,2275029012,14315 W MULHOLLAND DR,,,,,,,,30.33,"{""zoning_score"": 40.0, ""lot_size_score"": 69.12766666666667, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
7423001006,637 N AVALON BLVD,90744.0,[Q]C2-2D-CUGU,"1,824.6 (sq ft)","2,750.0 (sq ft)",1.0,,1824.6,2750.0,C2,33.788420094881225,-118.27541521848481,False,No,none,0,none,none,none,,1058609.0414760557,2329187.3591410043,7423001006,637 N AVALON BLVD,0.0,0.0,No TOC Tier,North Hollywood,42433.0,rail,Red,46.32,"{""zoning_score"": 110.0, ""lot_size_score"": 39.123, ""toc_bonus"": 0, ""financial_score"": 0, ""risk_penalty"": 0}",Commercial Development,D
7454027003,579 W 14TH ST,90731.0,RD1.5-1XL-CPIO,"6,753.0 (sq ft)","8,276.0 (sq ft)",8.0,,6753.0,8276.0,RD1.5,33.71635948705849,-118.28163294043965,False,No,none,0,none,none,none,,6310202.101420572,9504073.433670457,7454027003,579 W 14TH ST,1.0,5.0,Tier 1 - Transit Edge,Beverly/La Cienega,1778.0,bus_intersection,Multiple,43.5,"{""zoning_score"": 75.0, ""lot_size_score"": 63.765, ""toc_bonus"": 10, ""financial_score"": 15, ""risk_penalty"": 0}",Hold/Income Property,D
5006011017,5407 S 10TH AVE,90043.0,R1-1,"7,500.4 (sq ft)","1,244.0 (sq ft)",1.0,,7500.4,1244.0,R1,33.990080462178724,-118.32702433784912,False,No,none,0,none,none,none,,4530121.620937123,4992760.235024415,5006011017,5407 S 10TH AVE,,,,,,,,33.08,"{""zoning_score"": 45.0, ""lot_size_score"": 66.66799999999999, ""toc_bonus"": 5, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5465005029,480 W AVENUE 45,90065.0,R1-1-HCR,"2,953.9 (sq ft)","1,584.0 (sq ft)",1.0,,2953.9,1584.0,R1,34.10927980679714,-118.22950582247354,False,No,none,0,none,none,none,,1524523.4041388344,2149775.5788509785,5465005029,480 W AVENUE 45,0.0,0.0,No TOC Tier,Expo/Bundy,7214.0,rail,Expo,27.2,"{""zoning_score"": 45.0, ""lot_size_score"": 44.7695, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5054013005,2938 S RAYMOND AVE,90007.0,[Q]R3-1-O-CPIO,"5,327.5 (sq ft)","2,528.0 (sq ft)",3.0,,5327.5,2528.0,R3,34.02520069611614,-118.3136645697653,False,No,none,0,none,none,none,,2436679.3703846266,3234452.3544285167,5054013005,2938 S RAYMOND AVE,,,,,,,,41.83,"{""zoning_score"": 80.0, ""lot_size_score"": 56.6375, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Multi-Family Development,D
4326015021,10674 W ROCHESTER AVE,90024.0,R1-1-O,"6,500.1 (sq ft)","3,142.0 (sq ft)",1.0,,6500.1,3142.0,R1,34.06832273004867,-118.45495879535942,False,No,none,0,none,none,none,,6873304.302569899,8118912.317288249,4326015021,10674 W ROCHESTER AVE,,,,,,,,30.75,"{""zoning_score"": 45.0, ""lot_size_score"": 62.5005, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
2021005018,23022 W WINDOM ST,91307.0,RS-1,"7,564.0 (sq ft)","1,161.0 (sq ft)",1.0,,7564.0,1161.0,RS,34.264599315401206,-118.45653922472694,False,No,none,0,none,none,none,,7475020.9467710275,7976965.6544025075,2021005018,23022 W WINDOM ST,,,,,,,,30.93,"{""zoning_score"": 43.0, ""lot_size_score"": 66.88, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
2378029006,3821 N BERRY DR,91604.0,R1-1,"7,014.1 (sq ft)","3,669.0 (sq ft)",1.0,,7014.1,3669.0,R1,34.21614733934906,-118.45298611013628,False,No,none,0,none,none,none,,3577186.02572268,5522411.5537284175,2378029006,3821 N BERRY DR,0.0,0.0,No TOC Tier,Hollywood/Highland,7134.0,rail,Red,29.76,"{""zoning_score"": 45.0, ""lot_size_score"": 65.047, ""toc_bonus"": 0, ""financial_score"": 10, ""risk_penalty"": 0}",Hold/Income Property,D
4494012012,701 N BONHILL ROAD,90049.0,RA-1,"26,146.3 (sq ft)","7,525.0 (sq ft)",1.0,,26146.3,7525.0,RA,34.057032637018146,-118.4812272981057,False,No,none,0,none,none,none,,16780904.790314224,21083866.527848154,4494012012,701 N BONHILL ROAD,4.0,15.0,Tier 4 - Rail/Rapid Bus Adjacent,Wilshire/Vermont,670.0,rail,Purple,42.38,"{""zoning_score"": 38.0, ""lot_size_score"": 95.3821, ""toc_bonus"": 25, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
2285005038,15815 W HIGH KNOLL ROAD,91436.0,RE15-1-H,"20,236.7 (sq ft)","4,914.0 (sq ft)",1.0,,20236.7,4914.0,RE15,34.25171840485227,-118.12691386429799,False,No,none,0,none,none,none,,21317271.969143193,22657664.174659297,2285005038,15815 W HIGH KNOLL ROAD,0.0,0.0,No TOC Tier,Southwest Museum,8301.0,rail,Gold,34.55,"{""zoning_score"": 40.0, ""lot_size_score"": 90.2367, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5142012030,1614 1-12 W WILSHIRE BLVD,90017.0,C4-2,"6,145.2 (sq ft)","26,820.0 (sq ft)",0.0,,6145.2,26820.0,C4,34.04177076593918,-118.26317587054059,False,No,none,0,none,none,none,,2596001.079595111,15608699.738267852,5142012030,1614 1-12 W WILSHIRE BLVD,,,,,,,,54.15,"{""zoning_score"": 120.0, ""lot_size_score"": 60.726, ""toc_bonus"": 0, ""financial_score"": 0, ""risk_penalty"": 0}",Commercial Development,C
5523013016,627 N GOWER ST,90004.0,R1R3-RG,"5,621.7 (sq ft)","1,582.0 (sq ft)",1.0,,5621.7,1582.0,R1R3,34.06379027924591,-118.30491169307109,False,No,none,0,none,none,none,,3849624.393362479,4772238.506822985,5523013016,627 N GOWER ST,0.0,0.0,No TOC Tier - Missing Coordinates,,,,,29.87,"{""zoning_score"": 45.0, ""lot_size_score"": 58.1085, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5529023017,927 N LAUREL AVE,90046.0,R1-1,"6,159.9 (sq ft)","3,483.0 (sq ft)",1.0,,6159.9,3483.0,R1,34.118503758160614,-118.37015054075299,False,No,none,0,none,none,none,,2562954.5596781485,4276128.468997173,5529023017,927 N LAUREL AVE,0.0,0.0,No TOC Tier,Expo/Vermont,6760.0,rail,Expo,27.91,"{""zoning_score"": 45.0, ""lot_size_score"": 60.799499999999995, ""toc_bonus"": 0, ""financial_score"": 0, ""risk_penalty"": 0}",Hold/Income Property,D
2317001015,7750 N AGNES AVE,91605.0,R1-1-CUGU,"6,258.2 (sq ft)","1,114.0 (sq ft)",1.0,,6258.2,1114.0,R1,34.21525819539317,-118.49479954772632,False,No,none,0,none,none,none,,4762636.444447389,5428858.879335869,2317001015,7750 N AGNES AVE,0.0,0.0,No TOC Tier,Washington,5995.0,rail,Blue,30.51,"{""zoning_score"": 45.0, ""lot_size_score"": 61.291, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5420033008,1540 W EWING ST,90026.0,RD3-1VL,"3,374.1 (sq ft)","1,295.0 (sq ft)",1.0,,3374.1,1295.0,RD3,34.08038911358006,-118.2606670089541,False,No,none,0,none,none,none,,2946883.6881981688,3721245.8379881834,5420033008,1540 W EWING ST,,,,,,,,45.12,"{""zoning_score"": 95.0, ""lot_size_score"": 46.8705, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5153003034,428 3/4 S BURLINGTON AVE,90057.0,R4-1,"9,089.5 (sq ft)","2,661.0 (sq ft)",4.0,,9089.5,2661.0,R4,34.05754992029657,-118.28984777101,False,No,none,0,none,none,none,,3651824.3394033117,4722527.514599973,5153003034,428 3/4 S BURLINGTON AVE,,,,,,,,57.29,"{""zoning_score"": 100.0, ""lot_size_score"": 71.965, ""toc_bonus"": 18.0, ""financial_score"": 25, ""risk_penalty"": 0}",Multi-Family Development,C
5464015005,3726 E SAN RAFAEL AVE,90065.0,R1-1-HCR,"15,351.7 (sq ft)","2,137.0 (sq ft)",1.0,,15351.7,2137.0,R1,34.10767167230443,-118.24613427517059,False,No,none,0,none,none,none,,12157711.986885918,12729450.870577767,5464015005,3726 E SAN RAFAEL AVE,,,,,,,,35.32,"{""zoning_score"": 45.0, ""lot_size_score"": 85.3517, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
6069010025,1629 E 111TH ST,90059.0,R2-1,"8,617.7 (sq ft)","1,753.0 (sq ft)",1.0,,8617.7,1753.0,R2,33.94919635471714,-118.23738717827334,False,No,none,0,none,none,none,,5973630.093062514,6840063.015491397,6069010025,1629 E 111TH ST,,,,,,,,37.58,"{""zoning_score"": 60.0, ""lot_size_score"": 70.39233333333334, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
2505008003,14712 W LAKESIDE ST,91342.0,R1-1,"7,141.9 (sq ft)","1,104.0 (sq ft)",1.0,,7141.9,1104.0,R1,34.282933190699694,-118.13951364085096,False,No,none,0,none,none,none,,7972234.9714475265,8277835.096092973,2505008003,14712 W LAKESIDE ST,0.0,0.0,No TOC Tier,Hollywood/Highland,10996.0,rail,Red,31.34,"{""zoning_score"": 45.0, ""lot_size_score"": 65.473, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5513002032,7114 W BEVERLY BLVD,90036.0,C2-1LD,"6,000.0 (sq ft)","30,495.0 (sq ft)",0.0,,6000.0,30495.0,C2,34.071292081820935,-118.34215829685091,False,No,none,0,none,none,none,,3720166.296110465,14201831.833814546,5513002032,7114 W BEVERLY BLVD,0.0,0.0,No TOC Tier,Sierra Madre Villa,40480.0,rail,Gold,50.5,"{""zoning_score"": 110.0, ""lot_size_score"": 60.0, ""toc_bonus"": 0, ""financial_score"": 0, ""risk_penalty"": 0}",Commercial Development,C
2638025009,8338 N LULLABY LANE,91402.0,R1-1,"5,987.7 (sq ft)","1,454.0 (sq ft)",1.0,,5987.7,1454.0,R1,34.24658266068322,-118.30581454412956,False,No,none,0,none,none,none,,2832592.8260715306,3378865.8318630625,2638025009,8338 N LULLABY LANE,0.0,0.0,No TOC Tier,Highland Park,17683.0,rail,Gold,30.24,"{""zoning_score"": 45.0, ""lot_size_score"": 59.9385, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
2130022014,7012 N SHIRLEY AVE,91335.0,R1-1-RIO,"6,037.3 (sq ft)","1,062.0 (sq ft)",1.0,,6037.3,1062.0,R1,34.274423782128764,-118.19788604278615,False,No,none,0,none,none,none,,4322106.722687791,4651198.338383794,2130022014,7012 N SHIRLEY AVE,,,,,,,,30.29,"{""zoning_score"": 45.0, ""lot_size_score"": 60.1865, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5075008030,1325 S KENMORE AVE,90006.0,R3-1,"3,315.0 (sq ft)",894.0 (sq ft),1.0,,3315.0,894.0,R3,34.04169089286185,-118.28515518595846,False,No,none,0,none,none,none,,1789307.1897675672,2045869.8532023865,5075008030,1325 S KENMORE AVE,0.0,0.0,No TOC Tier,North Hollywood,30705.0,rail,Red,39.81,"{""zoning_score"": 80.0, ""lot_size_score"": 46.575, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Multi-Family Development,D
6017015021,1913 W 76TH ST,90047.0,R1-1,"6,700.4 (sq ft)","1,869.0 (sq ft)",1.0,,6700.4,1869.0,R1,33.945940860560725,-118.3120048751631,False,No,none,0,none,none,none,,3957388.8485346,4781909.324801871,6017015021,1913 W 76TH ST,0.0,0.0,No TOC Tier,North Hollywood,38637.0,rail,Red,30.95,"{""zoning_score"": 45.0, ""lot_size_score"": 63.501999999999995, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
