apn,address,zip_code,zoning,lot_size,building_sqft,units,toc_status,lot_size_sqft,building_size_sqft,base_zoning,latitude,longitude,toc_eligible,high_quality_transit,opportunity_zone,overlay_count,methane_zone,fault_zone,flood_zone,specific_plan_area,assessed_land_value,total_assessed_value,assessor_parcel_id,site_address,toc_toc_tier,toc_bonus_points,toc_description,toc_nearest_station,toc_distance_feet,toc_station_type,toc_station_line,development_score,score_breakdown,suggested_use,investment_tier
2310002015,8207 N AGNES AVE,91605.0,R1-1-CUGU,"6,049.3 (sq ft)","1,120.0 (sq ft)",1.0,,6049.3,1120.0,R1,34.201836779413554,-118.50324921965124,False,No,none,0,none,none,none,,5723691.319221343,6229014.149064108,2310002015,8207 N AGNES AVE,0.0,0.0,No TOC Tier,Wilshire/Western,10532.0,rail,Purple,30.3,"{""zoning_score"": 45.0, ""lot_size_score"": 60.2465, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
4110025034,7471 S DENROCK AVE,90045.0,R1V2,"5,876.0 (sq ft)","2,620.0 (sq ft)",1.0,,5876.0,2620.0,R1V2,33.95477946548867,-118.38601736190847,False,No,none,0,none,none,none,,6138581.434583426,6969672.503584255,4110025034,7471 S DENROCK AVE,,,,,,,,30.13,"{""zoning_score"": 45.0, ""lot_size_score"": 59.38, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
4306023030,9623 W KIRKSIDE ROAD,90035.0,R1V2-O,"6,971.9 (sq ft)","2,006.0 (sq ft)",1.0,,6971.9,2006.0,R1V2,34.085259795702136,-118.3581586222314,False,No,none,0,none,none,none,,2893909.1679105316,3966553.2911520107,4306023030,9623 W KIRKSIDE ROAD,0.0,0.0,No TOC Tier,Washington,17642.0,rail,Blue,31.22,"{""zoning_score"": 45.0, ""lot_size_score"": 64.8595, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5453002046,2658 1/2 E ALICE ST,90065.0,RD3-1-CDO-RIO,"6,531.7 (sq ft)","1,211.0 (sq ft)",2.0,,6531.7,1211.0,RD3,34.11956292351082,-118.24470396406088,False,No,none,0,none,none,none,,7639474.884878002,8007943.51552098,5453002046,2658 1/2 E ALICE ST,,,,,,,,48.28,"{""zoning_score"": 95.0, ""lot_size_score"": 62.6585, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
2602011018,17253 W BOSWELL PL,91344.0,RS-1,"7,501.1 (sq ft)","2,422.0 (sq ft)",1.0,,7501.1,2422.0,RS,34.261542223812505,-118.09250794306678,False,No,none,0,none,none,none,,3692240.8477719477,4714361.688186089,2602011018,17253 W BOSWELL PL,3.0,12.0,Tier 3 - Rail Proximity/Bus Intersection,Wilshire/Normandie,1100.0,rail,Purple,36.88,"{""zoning_score"": 43.0, ""lot_size_score"": 66.67033333333333, ""toc_bonus"": 20, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5174009027,1606 E NEW JERSEY ST,90033.0,RD1.5-1-RIO-CUGU,"1,258.0 (sq ft)",636.0 (sq ft),1.0,,1258.0,636.0,RD1.5,34.057432919939146,-118.20696432606557,False,No,none,0,none,none,none,,1306909.3882950952,1628571.2132229633,5174009027,1606 E NEW JERSEY ST,0.0,0.0,No TOC Tier,Union Station,4359.0,rail,Red/Purple,36.01,"{""zoning_score"": 75.0, ""lot_size_score"": 36.29, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5070007002,1309 S REDONDO BLVD,90019.0,R2-1-O,"6,403.6 (sq ft)","1,674.0 (sq ft)",1.0,,6403.6,1674.0,R2,34.038236725737356,-118.34312941936346,False,No,none,0,none,none,none,,4555534.082967038,5341654.706715922,5070007002,1309 S REDONDO BLVD,,,,,,,,37.4,"{""zoning_score"": 60.0, ""lot_size_score"": 62.018, ""toc_bonus"": 5, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5035034007,1825 W 38TH ST,90062.0,R1-1,"5,160.1 (sq ft)","1,498.0 (sq ft)",1.0,,5160.1,1498.0,R1,33.98096145405018,-118.29712495963096,False,No,none,0,none,none,none,,3753636.4511863166,4398959.773201976,5035034007,1825 W 38TH ST,,,,,,,,29.41,"{""zoning_score"": 45.0, ""lot_size_score"": 55.8005, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5040008022,1342 W 36TH ST,90007.0,RD1.5-1-CPIO,"6,800.0 (sq ft)",786.0 (sq ft),1.0,,6800.0,786.0,RD1.5,34.02656540878913,-118.27795840066318,False,No,none,0,none,none,none,,5446369.813877162,5795843.108433854,5040008022,1342 W 36TH ST,0.0,0.0,No TOC Tier,Long Beach,54781.0,rail,Blue,41.55,"{""zoning_score"": 75.0, ""lot_size_score"": 64.0, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
2272001017,3913 N HOLLYLINE AVE,91423.0,RE40-1-H,"108,917.9 (sq ft)",,,,108917.9,0.0,RE40,34.25511542207327,-118.1514394363801,False,No,none,0,none,none,none,,90364397.12349847,90364397.12349847,2272001017,3913 N HOLLYLINE AVE,,,,,,,,40.5,"{""zoning_score"": 40.0, ""lot_size_score"": 120, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
2504022019,13970 W FOOTHILL BLVD,91342.0,R3-1-CPIO,"11,549.2 (sq ft)","2,919.0 (sq ft)",4.0,,11549.2,2919.0,R3,34.26741071536953,-118.14137786737255,False,No,none,0,none,none,none,,12792076.788160857,14290919.685328333,2504022019,13970 W FOOTHILL BLVD,,,,,,,,46.12,"{""zoning_score"": 80.0, ""lot_size_score"": 78.0984, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Multi-Family Development,D
5220019018,2940 N HOLLISTER AVE,90032.0,R1-1,"5,647.2 (sq ft)","1,211.0 (sq ft)",1.0,,5647.2,1211.0,R1,34.052640296944844,-118.19050681886057,False,No,none,0,none,none,none,,6501033.1951897275,7010343.257220165,5220019018,2940 N HOLLISTER AVE,,,,,,,,29.9,"{""zoning_score"": 45.0, ""lot_size_score"": 58.236, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
6063005028,10119 S AVALON BLVD,90003.0,C2-1VL-CPIO,"4,054.1 (sq ft)","1,200.0 (sq ft)",0.0,,4054.1,1200.0,C2,33.97087610599484,-118.26987227524761,False,No,none,0,none,none,none,,2419275.3976138197,3077870.0403206656,6063005028,10119 S AVALON BLVD,,,,,,,,51.05,"{""zoning_score"": 110.0, ""lot_size_score"": 50.2705, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Commercial Development,C
2121028003,7043 N JAMIESON AVE,91335.0,R1-1,"6,722.2 (sq ft)",833.0 (sq ft),1.0,,6722.2,833.0,R1,34.25944704124705,-118.18274369634477,False,No,none,0,none,none,none,,7828280.376624496,8263723.168244113,2121028003,7043 N JAMIESON AVE,0.0,0.0,No TOC Tier,Hollywood/Highland,6654.0,rail,Red,30.97,"{""zoning_score"": 45.0, ""lot_size_score"": 63.611, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5214009008,4514 E DUDLEY DR,90032.0,[Q]R1-1D-HCR,"3,106.4 (sq ft)",,,,3106.4,0.0,R1,34.0495756836615,-118.18380447243884,False,No,none,0,none,none,none,,1945097.022897022,1945097.022897022,5214009008,4514 E DUDLEY DR,,,,,,,,27.36,"{""zoning_score"": 45.0, ""lot_size_score"": 45.532000000000004, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
6032035037,8469 S FLOWER ST,90003.0,C2-1-CPIO,"1,706.1 (sq ft)",,,,1706.1,0.0,C2,33.982940377369296,-118.2843281346196,False,No,none,0,none,none,none,,1612768.7291168396,1612768.7291168396,6032035037,8469 S FLOWER ST,,,,,,,,48.71,"{""zoning_score"": 110.0, ""lot_size_score"": 38.5305, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Commercial Development,D
2153030044,19453 W OXNARD ST,91356.0,RA-1,"25,728.2 (sq ft)","1,243.0 (sq ft)",1.0,,25728.2,1243.0,RA,34.23303358024334,-118.45902140660068,False,No,none,0,none,none,none,,26584788.5502406,27323941.215809487,2153030044,19453 W OXNARD ST,0.0,0.0,No TOC Tier,Expo/La Cienega,15134.0,rail,Expo,34.85,"{""zoning_score"": 38.0, ""lot_size_score"": 95.24273333333333, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5473031041,1727 N AVE 45,90041.0,R1-1-HCR,"6,251.5 (sq ft)",696.0 (sq ft),1.0,,6251.5,696.0,R1,34.13623547834944,-118.23792550727974,False,No,none,0,none,none,none,,3327886.353731024,3542093.5304293483,5473031041,1727 N AVE 45,0.0,0.0,No TOC Tier,Firestone,19023.0,rail,Blue,30.5,"{""zoning_score"": 45.0, ""lot_size_score"": 61.2575, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
2552048018,7358 W CHANTILLY CT,91042.0,RE11-1-H,"13,889.7 (sq ft)","3,551.0 (sq ft)",1.0,,13889.7,3551.0,RE11,34.2269780231693,-118.2179901169522,False,No,none,0,none,none,none,,10516509.888426565,12427320.869959764,2552048018,7358 W CHANTILLY CT,0.0,0.0,No TOC Tier,Sierra Madre Villa,39274.0,rail,Gold,33.06,"{""zoning_score"": 40.0, ""lot_size_score"": 82.7794, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5691007021,5308 N MOUNT HELENA AVE,90041.0,R1-1-HCR,"10,792.4 (sq ft)","1,558.0 (sq ft)",1.0,,10792.4,1558.0,R1,34.13684411967634,-118.23946717138053,False,No,none,0,none,none,none,,5737804.617150577,6383235.79384828,5691007021,5308 N MOUNT HELENA AVE,0.0,0.0,No TOC Tier,Sierra Madre Villa,34908.0,rail,Gold,33.57,"{""zoning_score"": 45.0, ""lot_size_score"": 76.5848, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
6053013051,228 W 97TH ST,90003.0,R2-1,"5,200.3 (sq ft)",770.0 (sq ft),1.0,,5200.3,770.0,R2,33.963670061874865,-118.27324775637874,False,No,none,0,none,none,none,,4246345.782401937,4518833.290150533,6053013051,228 W 97TH ST,0.0,0.0,No TOC Tier,Sierra Madre Villa,42112.0,rail,Gold,34.7,"{""zoning_score"": 60.0, ""lot_size_score"": 56.0015, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
2167018037,5140 N ALHAMA DR,91364.0,R1-1,"5,366.5 (sq ft)","2,122.0 (sq ft)",1.0,,5366.5,2122.0,R1,34.25123608258969,-118.37608309653292,False,No,none,0,none,none,none,,3397504.051345309,4203808.831085517,2167018037,5140 N ALHAMA DR,0.0,0.0,No TOC Tier,Expo/La Brea,11136.0,rail,Expo,29.62,"{""zoning_score"": 45.0, ""lot_size_score"": 56.8325, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
6017025024,1831 W 78TH PL,90047.0,R1-1,"6,705.1 (sq ft)","1,663.0 (sq ft)",1.0,,6705.1,1663.0,R1,33.96346022404628,-118.31160565070134,False,No,none,0,none,none,none,,5881991.494982263,6421907.702543373,6017025024,1831 W 78TH PL,0.0,0.0,No TOC Tier,Firestone,4461.0,rail,Blue,30.96,"{""zoning_score"": 45.0, ""lot_size_score"": 63.5255, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5116002025,4169 S ASCOT AVE,90011.0,R2-1,"5,187.0 (sq ft)","1,116.0 (sq ft)",1.0,,5187.0,1116.0,R2,33.995720451599375,-118.25574074080326,False,No,none,0,none,none,none,,3872468.6634500427,4376508.225124588,5116002025,4169 S ASCOT AVE,,,,,,,,34.69,"{""zoning_score"": 60.0, ""lot_size_score"": 55.935, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5423030042,2205 W EDENDALE LANE,90026.0,[Q]CM-1VL,989.3 (sq ft),"1,307.0 (sq ft)",1.0,,989.3,1307.0,CM,34.08481372201395,-118.26409178933004,False,No,none,0,none,none,none,,962616.4635309352,1300215.307111682,5423030042,2205 W EDENDALE LANE,0.0,0.0,No TOC Tier,North Hollywood,42477.0,rail,Red,43.49,"{""zoning_score"": 100.0, ""lot_size_score"": 34.9465, ""toc_bonus"": 0, ""financial_score"": 15, ""risk_penalty"": 0}",Commercial Development,D
6019005018,1327 W 78TH ST,90044.0,R1-1,"5,933.6 (sq ft)","1,391.0 (sq ft)",1.0,,5933.6,1391.0,R1,33.96128448271427,-118.29440576971636,False,No,none,0,none,none,none,,6689928.65278448,7080314.493378636,6019005018,1327 W 78TH ST,,,,,,,,31.68,"{""zoning_score"": 45.0, ""lot_size_score"": 59.668, ""toc_bonus"": 5, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
2761034023,9826 N BELMAR AVE,91324.0,RA-1,"16,838.7 (sq ft)","3,196.0 (sq ft)",1.0,,16838.7,3196.0,RA,34.26184720828002,-118.31074276016356,False,No,none,0,none,none,none,,16797920.638867505,18351080.801819183,2761034023,9826 N BELMAR AVE,,,,,,,,33.17,"{""zoning_score"": 38.0, ""lot_size_score"": 86.8387, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5458026015,3418 1/2 N DREW ST,90065.0,RD2-1-CDO,"11,519.8 (sq ft)","6,860.0 (sq ft)",12.0,,11519.8,6860.0,RD2,34.11117576284213,-118.23392240410851,False,No,none,0,none,none,none,,10421727.114796704,12224562.948901098,5458026015,3418 1/2 N DREW ST,,,,,,,,46.86,"{""zoning_score"": 85.0, ""lot_size_score"": 78.0396, ""toc_bonus"": 0, ""financial_score"": 15, ""risk_penalty"": 0}",Hold/Income Property,D
2184049001,18117 W DEER VIEW CT,91316.0,RA-1,"17,902.1 (sq ft)","3,020.0 (sq ft)",1.0,,17902.1,3020.0,RA,34.26796256052292,-118.40607487654559,False,No,none,0,none,none,none,,15838343.312491806,17320798.440462273,2184049001,18117 W DEER VIEW CT,0.0,0.0,No TOC Tier,Sierra Madre Villa,49651.0,rail,Gold,33.38,"{""zoning_score"": 38.0, ""lot_size_score"": 87.9021, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
7414022026,1523 N LYNTON AVE,90744.0,R1-1XL-O-CUGU,"5,759.6 (sq ft)","1,948.0 (sq ft)",1.0,,5759.6,1948.0,R1,33.785709744598805,-118.27957839584752,False,No,none,0,none,none,none,,6445805.825314375,7270142.611865445,7414022026,1523 N LYNTON AVE,,,,,,,,30.01,"{""zoning_score"": 45.0, ""lot_size_score"": 58.798, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
4108020011,6357 W 85TH PL,90045.0,R1V2,"6,031.3 (sq ft)","2,970.0 (sq ft)",1.0,,6031.3,2970.0,R1V2,33.962648012998834,-118.38618065694115,False,No,none,0,none,none,none,,6996676.813587259,8116898.87111819,4108020011,6357 W 85TH PL,0.0,0.0,No TOC Tier,Hollywood/Highland,7054.0,rail,Red,30.28,"{""zoning_score"": 45.0, ""lot_size_score"": 60.1565, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
2233025004,16138 W GILMORE ST,91406.0,R1-1-RIO,"6,321.9 (sq ft)","1,200.0 (sq ft)",1.0,,6321.9,1200.0,R1,34.236735610386475,-118.2209688086254,False,No,none,0,none,none,none,,5913622.544622393,6466221.5503957365,2233025004,16138 W GILMORE ST,,,,,,,,30.57,"{""zoning_score"": 45.0, ""lot_size_score"": 61.6095, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5131019010,1036 E 23RD ST,90011.0,[Q]R4-1,"6,227.5 (sq ft)","1,400.0 (sq ft)",1.0,,6227.5,1400.0,R4,34.0009685692525,-118.2647696438731,False,No,none,0,none,none,none,,4546374.585962424,5020595.031030905,5131019010,1036 E 23RD ST,0.0,0.0,No TOC Tier,North Hollywood,42494.0,rail,Red,49.73,"{""zoning_score"": 100.0, ""lot_size_score"": 61.1375, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Multi-Family Development,D
6046003038,9405 S HICKORY ST,90002.0,R1-1,"3,375.2 (sq ft)","1,344.0 (sq ft)",1.0,,3375.2,1344.0,R1,33.95005523454372,-118.24549355586588,False,No,none,0,none,none,none,,2827833.785189835,3434906.360855248,6046003038,9405 S HICKORY ST,,,,,,,,27.63,"{""zoning_score"": 45.0, ""lot_size_score"": 46.876, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5309002028,5209 E ALMONT ST,90032.0,[Q]R1-1D-HCR,"5,320.5 (sq ft)",,,,5320.5,0.0,R1,34.083292304796274,-118.17854312784766,False,No,none,0,none,none,none,,4734994.032532328,4734994.032532328,5309002028,5209 E ALMONT ST,0.0,0.0,No TOC Tier,Southwest Museum,7020.0,rail,Gold,29.57,"{""zoning_score"": 45.0, ""lot_size_score"": 56.6025, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
4114026003,7533 W 85TH ST,90293.0,R1-1,"4,903.1 (sq ft)","2,261.0 (sq ft)",1.0,,4903.1,2261.0,R1,33.9495382354612,-118.46114822909263,False,No,none,0,none,none,none,,5001824.505503397,6069578.900661328,4114026003,7533 W 85TH ST,,,,,,,,29.15,"{""zoning_score"": 45.0, ""lot_size_score"": 54.5155, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5587009010,5767 W VALLEY OAK DR,90068.0,RE9-1D-HCR,"3,854.2 (sq ft)",,,,3854.2,0.0,RE9,34.122090138058155,-118.32995563482812,False,No,none,0,none,none,none,,4438482.134340513,4438482.134340513,5587009010,5767 W VALLEY OAK DR,2.0,8.0,Tier 2 - Transit Zone,Heritage Square,2202.0,rail,Gold,30.85,"{""zoning_score"": 40.0, ""lot_size_score"": 49.271, ""toc_bonus"": 15, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
6041012008,8855 S SAN PEDRO ST,90003.0,RD2-1,"2,570.8 (sq ft)",803.0 (sq ft),1.0,,2570.8,803.0,RD2,33.9713929708986,-118.27714422472219,False,No,none,0,none,none,none,,2602304.709655805,3066139.349593714,6041012008,8855 S SAN PEDRO ST,0.0,0.0,No TOC Tier,Farmdale,3892.0,rail,Expo,40.82,"{""zoning_score"": 85.0, ""lot_size_score"": 42.854, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5304014001,815 E MONTECITO DR,90031.0,[Q]R1-1D-HCR,"7,302.2 (sq ft)",972.0 (sq ft),1.0,,7302.2,972.0,R1,34.052165798136194,-118.19990953930093,False,No,none,0,none,none,none,,6252570.192173376,6523249.412892518,5304014001,815 E MONTECITO DR,,,,,,,,33.85,"{""zoning_score"": 45.0, ""lot_size_score"": 66.00733333333334, ""toc_bonus"": 8, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
2214007021,7921 N PEACHTREE AVE,91402.0,R1-1,"6,204.4 (sq ft)","1,488.0 (sq ft)",1.0,,6204.4,1488.0,R1,34.25791171851527,-118.2860845939451,False,No,none,0,none,none,none,,3595235.420662225,4106938.185749902,2214007021,7921 N PEACHTREE AVE,0.0,0.0,No TOC Tier,Expo/La Cienega,7071.0,rail,Expo,30.45,"{""zoning_score"": 45.0, ""lot_size_score"": 61.022, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5085012018,5422 W EDGEWOOD PL,90019.0,R2-1-HPOZ,"6,250.1 (sq ft)","1,749.0 (sq ft)",1.0,,6250.1,1749.0,R2,34.03981045492023,-118.36639390834436,False,No,none,0,none,none,none,,5197965.811515449,5896568.194965425,5085012018,5422 W EDGEWOOD PL,,,,,,,,35.75,"{""zoning_score"": 60.0, ""lot_size_score"": 61.2505, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
2276005036,4466 N NOBLE AVE,91403.0,RD1.5-1,"4,899.9 (sq ft)","47,576.0 (sq ft)",0.0,,4899.9,47576.0,RD1.5,34.239870931578224,-118.26612940359315,False,No,none,0,none,none,none,,2856896.4758239947,18987874.330062337,2276005036,4466 N NOBLE AVE,,,,,,,,37.15,"{""zoning_score"": 75.0, ""lot_size_score"": 54.4995, ""toc_bonus"": 0, ""financial_score"": 0, ""risk_penalty"": 0}",Hold/Income Property,D
2356011002,12210 W MORRISON ST,91607.0,R1-1,"9,799.8 (sq ft)","2,634.0 (sq ft)",1.0,,9799.8,2634.0,R1,34.21637405597228,-118.54075604596215,False,No,none,0,none,none,none,,10174737.215596203,11362234.575602435,2356011002,12210 W MORRISON ST,,,,,,,,33.12,"{""zoning_score"": 45.0, ""lot_size_score"": 74.33266666666667, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
6050008021,625 E 94TH ST,90002.0,R1-1,"5,053.9 (sq ft)","1,168.0 (sq ft)",1.0,,5053.9,1168.0,R1,33.93306534785421,-118.24757087050659,False,No,none,0,none,none,none,,4515946.935216727,4949473.239726562,6050008021,625 E 94TH ST,,,,,,,,29.3,"{""zoning_score"": 45.0, ""lot_size_score"": 55.2695, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
4311008007,3033 S BEVERLY DR,90034.0,R1V2,"5,000.1 (sq ft)",797.0 (sq ft),1.0,,5000.1,797.0,R1V2,34.030011669372705,-118.40508807881649,False,No,none,0,none,none,none,,3749009.5071114805,4130652.6846060804,4311008007,3033 S BEVERLY DR,,,,,,,,29.25,"{""zoning_score"": 45.0, ""lot_size_score"": 55.0005, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
2034028031,24125 W HARTLAND ST,91307.0,RS-1,"7,499.8 (sq ft)","1,921.0 (sq ft)",1.0,,7499.8,1921.0,RS,34.2730185360097,-118.46949093117478,False,No,none,0,none,none,none,,5068452.834996755,6119139.602273654,2034028031,24125 W HARTLAND ST,,,,,,,,30.88,"{""zoning_score"": 43.0, ""lot_size_score"": 66.666, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5057014020,2745 S HARCOURT AVE,90016.0,R2-1,"5,200.9 (sq ft)","1,054.0 (sq ft)",1.0,,5200.9,1054.0,R2,34.037573490057675,-118.34276171663092,False,No,none,0,none,none,none,,5197335.693717833,5612822.03348903,5057014020,2745 S HARCOURT AVE,,,,,,,,36.2,"{""zoning_score"": 60.0, ""lot_size_score"": 56.0045, ""toc_bonus"": 5, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
4113011009,8040 S FORDHAM ROAD,90045.0,R1-1,"6,253.3 (sq ft)","2,036.0 (sq ft)",1.0,,6253.3,2036.0,R1,33.96696642947136,-118.37592038395157,False,No,none,0,none,none,none,,3528698.2515691356,4176058.418564643,4113011009,8040 S FORDHAM ROAD,0.0,0.0,No TOC Tier,Firestone,9957.0,rail,Blue,30.5,"{""zoning_score"": 45.0, ""lot_size_score"": 61.2665, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
2733019037,17458 W CHATSWORTH ST,91344.0,C1-1XL,"6,041.7 (sq ft)","46,706.0 (sq ft)",54.0,,6041.7,46706.0,C1,34.26507793515139,-118.08145002832352,False,No,none,0,none,none,none,,6748694.888441904,31367212.711430617,2733019037,17458 W CHATSWORTH ST,,,,,,,,43.54,"{""zoning_score"": 90.0, ""lot_size_score"": 60.2085, ""toc_bonus"": 0, ""financial_score"": 0, ""risk_penalty"": 0}",Hold/Income Property,D
6050011030,859 E 95TH ST,90002.0,R1-1,"4,849.1 (sq ft)","1,468.0 (sq ft)",1.0,,4849.1,1468.0,R1,33.946862689125,-118.25358886836523,False,No,none,0,none,none,none,,4746379.085511174,5257513.669857958,6050011030,859 E 95TH ST,0.0,0.0,No TOC Tier,North Hollywood,39541.0,rail,Red,29.1,"{""zoning_score"": 45.0, ""lot_size_score"": 54.2455, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
2627022003,13141 W TONOPAH ST,91331.0,R1-1,"6,018.6 (sq ft)","1,636.0 (sq ft)",1.0,,6018.6,1636.0,R1,34.26677390497667,-118.20547850127963,False,No,none,0,none,none,none,,5807006.964734661,6725479.30128438,2627022003,13141 W TONOPAH ST,0.0,0.0,No TOC Tier,Hollywood/Vine,6711.0,rail,Red,30.27,"{""zoning_score"": 45.0, ""lot_size_score"": 60.093, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
6022027019,7806 1/2 S CROCKER ST,90003.0,RD1.5-1,"6,137.4 (sq ft)",820.0 (sq ft),1.0,,6137.4,820.0,RD1.5,33.96217283527395,-118.26558888923877,False,No,none,0,none,none,none,,6757393.1692090975,7090291.9501855355,6022027019,7806 1/2 S CROCKER ST,0.0,0.0,No TOC Tier - Missing Coordinates,,,,,40.89,"{""zoning_score"": 75.0, ""lot_size_score"": 60.687, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
4405037027,244 S MEDIO DR,90049.0,R1-1,"7,515.3 (sq ft)","4,664.0 (sq ft)",1.0,,7515.3,4664.0,R1,34.03187625543685,-118.47132545185568,False,No,none,0,none,none,none,,8962446.486018881,10346096.23564205,4405037027,244 S MEDIO DR,0.0,0.0,No TOC Tier,North Hollywood,51657.0,rail,Red,30.59,"{""zoning_score"": 45.0, ""lot_size_score"": 66.71766666666667, ""toc_bonus"": 0, ""financial_score"": 15, ""risk_penalty"": 0}",Hold/Income Property,D
2531034029,11804 W JOUETT ST,91342.0,(T)R1-1,"6,138.1 (sq ft)","1,900.0 (sq ft)",1.0,,6138.1,1900.0,()R1,34.28242554955308,-118.16170308127232,False,No,none,0,none,none,none,,5982250.124119163,6736916.123567835,2531034029,11804 W JOUETT ST,0.0,0.0,No TOC Tier,Sierra Madre Villa,38370.0,rail,Gold,32.14,"{""zoning_score"": 50.0, ""lot_size_score"": 60.6905, ""toc_bonus"": 0, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
5015027007,4638 S ARLINGTON AVE,90043.0,R2-1,"6,044.8 (sq ft)",946.0 (sq ft),1.0,,6044.8,946.0,R2,33.98635948885317,-118.32261035855348,False,No,none,0,none,none,none,,3873213.5116937347,4135729.923266829,5015027007,4638 S ARLINGTON AVE,,,,,,,,37.94,"{""zoning_score"": 60.0, ""lot_size_score"": 60.224000000000004, ""toc_bonus"": 8, ""financial_score"": 25, ""risk_penalty"": 0}",Hold/Income Property,D
