apn,address,zip_code,zoning,lot_size,building_sqft,units,toc_status
4326031012,"10496 W HOLMAN AVE",90024,R1-1-O,"8,347.8 (sq ft)","2,108.0 (sq ft)",1,
2556005058,"10732 N MCVINE AVE",91040,R1-1-RFA,"4,030.6 (sq ft)","1,254.0 (sq ft)",1,
7455005026,,,C2-2D-CPIO,"500.1 (sq ft)","10,500.0 (sq ft)",0,
5452004001,,,RE20-1-HCR,"2,333.0 (sq ft)",,,
2167018037,"5140 N ALHAMA DR",91364,R1-1,"5,366.5 (sq ft)","2,122.0 (sq ft)",1,
5223026014,"1890 N HEIDLEMAN ROAD",90032,[Q]R1-1D-HCR,"4,800.0 (sq ft)","1,706.0 (sq ft)",1,
2104007021,"19161 W INGOMAR ST",91335,RA-1,"21,907.2 (sq ft)","1,812.0 (sq ft)",1,
5057006013,"2623 S HILLCREST DR",90016,RD3-1,"6,500.0 (sq ft)","1,728.0 (sq ft)",2,
5022010030,"2006 W 43RD ST",90062,R1-1,"5,503.2 (sq ft)","1,603.0 (sq ft)",1,
2177036021,"4001 N CLARINDA DR",91356,RA-1,"74,646.0 (sq ft)","6,448.0 (sq ft)",1,
4230025010,"4146 S LYCEUM AVE",90066,R1-1,"4,954.0 (sq ft)","966.0 (sq ft)",1,
2286010022,"3676 N SAPPHIRE DR",91436,RE15-1-H,"26,990.0 (sq ft)","2,097.0 (sq ft)",1,
2369039009,"12149 W VIEWCREST ROAD",91604,R1-1-RIO,"5,845.0 (sq ft)","1,450.0 (sq ft)",1,
5560034012,"9060 W SHOREHAM DR",90069,R1-1-HCR,"4,937.4 (sq ft)",,,
4244005025,"13001 W ROSE AVE",90066,R1V2,"7,795.5 (sq ft)","2,581.0 (sq ft)",1,
2153030044,"19453 W OXNARD ST",91356,RA-1,"25,728.2 (sq ft)","1,243.0 (sq ft)",1,
4404019007,"200 S BUNDY DR",90049,R1-1,"5,915.8 (sq ft)","1,220.0 (sq ft)",1,
4228010022,"2424 S WILSON AVE",90291,R1-1,"3,600.2 (sq ft)","1,776.0 (sq ft)",1,
4265008034,"11752 W DARLINGTON AVE",90049,[Q]R3-1,"2,350.9 (sq ft)","1,801.0 (sq ft)",1,
5139011002,"1053 S HILL ST",90015,"[HB3-G1-5] [CX2-FA] [CPIO-O]","4,783.2 (sq ft)","2,999.0 (sq ft)",0,
2214007021,"7921 N PEACHTREE AVE",91402,R1-1,"6,204.4 (sq ft)","1,488.0 (sq ft)",1,
5302033003,"3936 N MONTEREY ROAD",90032,[Q]R1-1D-HCR,"7,879.2 (sq ft)","1,360.0 (sq ft)",1,
2357030021,"4834 N BEEMAN AVE",91607,R1-1,"6,566.6 (sq ft)","1,943.0 (sq ft)",1,
2685003014,"10000 N WHITAKER AVE",91343,RS-1,"8,680.2 (sq ft)","1,406.0 (sq ft)",1,
5685022024,"1849 N CAMPUS ROAD",90041,R1-1-HCR,"14,201.7 (sq ft)","1,492.0 (sq ft)",1,
2153030004,"6025 N CALVIN AVE",91356,RA-1,"26,934.3 (sq ft)","3,701.0 (sq ft)",1,
4318012012,"2559 S AIKEN AVE",90064,R1V2-O,"5,576.8 (sq ft)","3,299.0 (sq ft)",1,
6039018070,"845 W 94TH ST",90044,RD2-1,"4,056.0 (sq ft)","692.0 (sq ft)",1,
7425001032,"1216 N HYATT AVE",90744,R1-1XL-O-CUGU,"6,711.5 (sq ft)","872.0 (sq ft)",1,
5107025004,"1208 E 49TH ST",90011,R2-1,"5,409.0 (sq ft)","600.0 (sq ft)",1,
5424011017,"1428 N OCCIDENTAL BLVD",90026,R1-1VL,"4,987.2 (sq ft)","692.0 (sq ft)",1,
2697022002,"17024 W MCKEEVER ST",91344,RS-1,"9,557.2 (sq ft)","1,766.0 (sq ft)",1,
6053013051,"228 W 97TH ST",90003,R2-1,"5,200.3 (sq ft)","770.0 (sq ft)",1,
4214019003,"11860 W PARK AVE",90066,R1V2,"7,362.9 (sq ft)","1,219.0 (sq ft)",1,
6052016014,"9901 S SAN PEDRO ST",90003,RD2-1,"1,750.2 (sq ft)","520.0 (sq ft)",1,
6057020014,"2054 W 99TH ST",90047,R1-1,"6,215.6 (sq ft)","1,233.0 (sq ft)",1,
2269012008,"13944 W HESBY ST",91423,R1-1-RIO,"6,049.2 (sq ft)","1,276.0 (sq ft)",1,
4008022018,"7019 S 3RD AVE",90043,R1-1,"6,003.6 (sq ft)","1,438.0 (sq ft)",1,
5431023016,"3056 W LANDA ST",90039,R1-1VL,"7,506.4 (sq ft)","1,278.0 (sq ft)",1,
2503009011,"13624 N FENTON AVE",91342,RA-1-K,"28,734.7 (sq ft)","2,100.0 (sq ft)",1,
5590016021,"4525 1-8 W RUSSELL AVE",90027,R2-1XL,"6,749.9 (sq ft)","5,962.0 (sq ft)",8,
5465005029,"480 W AVENUE 45",90065,R1-1-HCR,"2,953.9 (sq ft)","1,584.0 (sq ft)",1,
7458008010,"1056 W 10TH ST",90731,RD1.5-1XL,"5,400.7 (sq ft)","1,152.0 (sq ft)",1,
4112032006,"8232 S WESTLAWN AVE",90045,R1V2,"9,745.3 (sq ft)","1,902.0 (sq ft)",1,
7422027031,"1575 N BAYPOINT AVE",90744,R1-1XL-CUGU,"4,976.5 (sq ft)","1,346.0 (sq ft)",1,
5405021052,,,C2-1VL,"2,249.6 (sq ft)","1,182.0 (sq ft)",2,
5471020022,"4841 E LYNN ST",90042,R1-1-HCR,"5,714.0 (sq ft)","800.0 (sq ft)",2,
2172014006,,,R1-1,"1,752.5 (sq ft)",,,
2159008010,"5704 N LINDLEY AVE",91316,R1-1-RIO,"5,999.3 (sq ft)","1,740.0 (sq ft)",1,
2184036010,"4411 N MEDLEY PL",91316,RA-1,"19,696.6 (sq ft)","3,758.0 (sq ft)",1,
5402018015,"2320 W RESERVOIR ST",90026,R2-1VL,"3,703.4 (sq ft)","1,481.0 (sq ft)",1,
2386020022,"3901 1/2 N VENTURA CANYON AVE",91423,RE15-1-H,"13,218.8 (sq ft)","2,619.0 (sq ft)",1,
4247028002,"12425 W PRESTON WAY",90066,R1V2,"5,750.1 (sq ft)","1,240.0 (sq ft)",1,
4302021003,"1904 S SHENANDOAH ST",90034,RD2-1,"8,186.8 (sq ft)","1,898.0 (sq ft)",1,
5188023039,,,R2-1-CUGU,"1,292.3 (sq ft)","780.0 (sq ft)",1,
2138003059,,,(Q)R3-1-RIO,"9,374.7 (sq ft)","24,590.0 (sq ft)",31,
2555026024,"8428 W FENWICK ST",91040,R1-1-RFA,"4,949.7 (sq ft)","973.0 (sq ft)",1,
2647024013,"9950 N OBECK AVE",91331,RS-1,"7,457.4 (sq ft)","1,050.0 (sq ft)",1,
2126034004,"6744 N AMIGO AVE",91335,R1-1-RIO,"16,845.0 (sq ft)","1,593.0 (sq ft)",1,
4232019004,"4317 S LINDBLADE DR",90066,R1-1,"6,215.8 (sq ft)","1,041.0 (sq ft)",1,
5070008019,"1292 S MEADOWBROOK AVE",90019,R2-1-O,"6,407.2 (sq ft)","1,399.0 (sq ft)",1,
2279008013,"3525 N WOODCLIFF ROAD",91403,RE15-1-H,"6,966.5 (sq ft)","1,877.0 (sq ft)",1,
4110027006,"7537 S WESTLAWN AVE",90045,R1V2,"6,530.9 (sq ft)","1,788.0 (sq ft)",1,
5685016009,"2240 W NORWALK AVE",90041,RD1.5-1,"7,779.6 (sq ft)","6,500.0 (sq ft)",10,
2107021058,"7707 N COMANCHE AVE",91306,R1-1,"5,224.8 (sq ft)","2,018.0 (sq ft)",1,
2401037007,,,A2-1-K,"8,828.6 (sq ft)","1,506.0 (sq ft)",1,
2609025033,"16960 W PAULETTE PL",91344,RE11-1,"15,909.5 (sq ft)","2,548.0 (sq ft)",1,
5527005002,"852 N GENESEE AVE",90046,R2-1XL,"6,498.4 (sq ft)","4,618.0 (sq ft)",1,
5535023017,"924 N OXFORD AVE",90029,RD1.5-1XL,"8,598.8 (sq ft)","1,651.0 (sq ft)",1,
6119020023,"800 W 145TH ST",90247,R1-1,"5,279.1 (sq ft)","1,078.0 (sq ft)",1,
2531034029,"11804 W JOUETT ST",91342,(T)R1-1,"6,138.1 (sq ft)","1,900.0 (sq ft)",1,
2017022018,"8469 N VALLEY FLORES DR",91304,A1-1,"19,416.4 (sq ft)","1,397.0 (sq ft)",1,
5446012015,"2620 N IDELL ST",90065,RD1.5-1-CDO-RIO,"2,124.6 (sq ft)","5,760.0 (sq ft)",8,
4358014024,"1106 N MAYBROOK DR",90210,RE15-1-HCR,"11,168.9 (sq ft)","3,518.0 (sq ft)",1,
6037017016,"8817 S NORMANDIE AVE",90044,RD1.5-1,"4,500.1 (sq ft)","1,433.0 (sq ft)",0,
2385028029,"12953 W GREENLEAF ST",91604,R1-1-RIO,"8,400.4 (sq ft)","2,607.0 (sq ft)",1,
7458020012,"1057 W 13TH ST",90731,RD1.5-1XL,"6,098.0 (sq ft)","1,496.0 (sq ft)",1,
2668007025,"10521 N GAVIOTA AVE",91344,RS-1,"8,485.2 (sq ft)","1,654.0 (sq ft)",1,
4241011008,"714 E MILWOOD AVE",90291,R2-1,"5,400.9 (sq ft)","1,296.0 (sq ft)",1,
5036024030,"3943 S LA SALLE AVE",90062,R2-1-CPIO,"5,207.9 (sq ft)","1,248.0 (sq ft)",1,
5473031041,"1727 N AVE 45",90041,R1-1-HCR,"6,251.5 (sq ft)","696.0 (sq ft)",1,
2527025012,"12738 W MONTFORD ST",91331,R1-1-CUGU,"6,175.2 (sq ft)","1,577.0 (sq ft)",1,
5155025004,"229 S CORONADO ST",90057,R3-1,"4,383.2 (sq ft)","2,532.0 (sq ft)",1,
7372018074,"1707 W 247TH PL",90717,R1-1XL,"6,271.4 (sq ft)","1,232.0 (sq ft)",1,
2616025012,"13850 W DESMOND ST",91331,R1-1-O-CUGU,"7,503.3 (sq ft)","1,379.0 (sq ft)",1,
4423023014,"951 N CHAUTAUQUA BLVD",90272,R1V1,"8,660.2 (sq ft)","6,670.0 (sq ft)",1,
5512006006,"157 N GARDNER ST",90036,R1-1-O-HPOZ,"5,984.1 (sq ft)","1,717.0 (sq ft)",1,
2782033019,"8849 N LUBAO AVE",91324,RS-1,"7,917.6 (sq ft)","1,392.0 (sq ft)",1,
2367010035,"4143 N RHODES AVE",91604,R1-1-RIO,"7,002.4 (sq ft)","1,303.0 (sq ft)",1,
2172026014,"4130 N SALTILLO ST",91364,R1-1,"6,540.2 (sq ft)","3,577.0 (sq ft)",1,
4365023003,"11362 W MONTANA AVE",90049,R1-1,"5,000.1 (sq ft)","3,445.0 (sq ft)",1,
2266006025,"14450 W DICKENS ST",91423,RD1.5-1,"6,802.5 (sq ft)","4,438.0 (sq ft)",6,
2315006017,"7720 N BONNER AVE",91352,R1-1-CUGU,"6,750.8 (sq ft)","1,112.0 (sq ft)",1,
2649018005,"10430 N PEACH AVE",91345,RS-1,"6,871.2 (sq ft)","1,877.0 (sq ft)",1,
5511033015,"8467 W 4TH ST",90048,R2-1-O,"8,530.2 (sq ft)","2,996.0 (sq ft)",2,
2601073015,"12101 N BELLANDO CT",91344,RA-1-O-K,"43,618.4 (sq ft)","4,805.0 (sq ft)",1,
2276007037,"4576 N SEPULVEDA BLVD",91403,C2-2,"7,990.0 (sq ft)","401,867.0 (sq ft)",0,
2607009002,"17434 W MAYFLOWER DR",91344,RA-1,"17,723.3 (sq ft)","5,273.0 (sq ft)",1,
2428003044,,,R1-1,"50.1 (sq ft)","1,081.0 (sq ft)",1,
7459010014,"1356 W 17TH ST",90732,R1-1XL,"6,832.8 (sq ft)","3,062.0 (sq ft)",1,
2638031006,"8422 N STANSBURY AVE",91402,R1-1,"6,126.9 (sq ft)","1,270.0 (sq ft)",1,
5460016017,"3561 N THE PASEO",90065,R1-1-HCR,"9,182.6 (sq ft)",,,
2424010005,"4400 N PONCA AVE",91602,R1-1-RIO,"6,965.7 (sq ft)","3,964.0 (sq ft)",1,
4322004032,"2331 S MIDVALE AVE",90064,R1-1,"6,484.4 (sq ft)","3,213.0 (sq ft)",1,
2568015058,,,RD1.5-1,"6,562.3 (sq ft)","2,226.0 (sq ft)",1,
7446005007,"1346 W AMAR ST",90732,R1-1XL,"4,800.5 (sq ft)","2,026.0 (sq ft)",1,
2122007008,"6910 N BERTRAND AVE",91335,R1-1,"6,367.9 (sq ft)","1,559.0 (sq ft)",1,
4223016015,"12814 W SHORT AVE",90066,R1-1,"5,004.2 (sq ft)","819.0 (sq ft)",1,
4332022004,"1118 1-7 S BEDFORD ST",90035,[Q]R3-1-O,"6,389.4 (sq ft)","6,162.0 (sq ft)",7,
2365029010,"4318 N FARMDALE AVE",91604,R1-1-RIO,"7,721.9 (sq ft)","4,398.0 (sq ft)",1,
5007020022,"5434 S CHESLEY AVE",90043,R1-1,"6,998.3 (sq ft)","1,581.0 (sq ft)",1,
5402006020,"635 1-3 N LA FAYETTE PARK PL",90026,RD1.5-1VL,"5,558.8 (sq ft)","2,860.0 (sq ft)",3,
5043005016,"2611 S CLOVERDALE AVE",90016,C2-1VL-CPIO,"7,971.1 (sq ft)","1,080.0 (sq ft)",1,
2611025006,"11955 N WIMBERLY AVE",91342,RS-1,"8,142.4 (sq ft)","2,643.0 (sq ft)",1,
2649015004,"10337 N MARKLEIN AVE",91345,RS-1,"7,749.5 (sq ft)","1,246.0 (sq ft)",1,
2362011003,"13015 1/2 W MOORPARK ST",91604,R3-1-RIO,"6,499.9 (sq ft)","4,268.0 (sq ft)",4,
2237023007,"14414 W HAMLIN ST",91401,[Q]C1-1VL-CDO,"7,499.8 (sq ft)","10,000.0 (sq ft)",0,
2727001007,"22454 W ITASCA ST",91311,RA-1,"17,646.0 (sq ft)","3,083.0 (sq ft)",1,
5131019010,"1036 E 23RD ST",90011,[Q]R4-1,"6,227.5 (sq ft)","1,400.0 (sq ft)",1,
5178020015,"3030 E EAST SIDE BLVD",90063,C2-1-CUGU,"2,565.1 (sq ft)","2,701.0 (sq ft)",1,
2380013015,"3361 N WRIGHTVIEW PL",91604,RE15-1-H,"9,865.0 (sq ft)","2,022.0 (sq ft)",1,
2130022012,"7024 N SHIRLEY AVE",91335,R1-1-RIO,"6,037.3 (sq ft)","1,216.0 (sq ft)",1,
4316001018,"10281 W KINCARDINE AVE",90064,R1V2,"10,101.6 (sq ft)","4,909.0 (sq ft)",1,
5128004042,"219 1/2 E 30TH ST",90011,RD1.5-1,"6,156.9 (sq ft)","3,867.0 (sq ft)",4,
4410005007,"312 N ENTRADA DR",90402,R1-1,"6,500.2 (sq ft)","2,885.0 (sq ft)",1,
4251024023,"3440 S GREENFIELD AVE",90034,R1-1,"6,186.0 (sq ft)","2,132.0 (sq ft)",1,
4412011004,"15313 W DE PAUW ST",90272,R1-1,"8,154.9 (sq ft)","5,862.0 (sq ft)",1,
2582030022,"13954 N SADDLE RIDGE ROAD",91342,R1-1,"6,904.6 (sq ft)","1,857.0 (sq ft)",1,
2627033005,"8406 N DORRINGTON AVE",91402,R1-1,"6,599.7 (sq ft)","1,718.0 (sq ft)",1,
5024012020,"4131 S NORTON AVE",90008,R1-1,"4,488.1 (sq ft)","1,344.0 (sq ft)",1,
4371010005,"1541 N CRATER LANE",90077,RE15-1-HCR,"2,478.6 (sq ft)","1,892.0 (sq ft)",1,
5469010016,"5031 E GRANADA ST",90042,R1-1-HCR,"6,984.0 (sq ft)","1,440.0 (sq ft)",1,
5209033005,"2847 N PYRITES ST",90032,[Q]R1-1D-HCR,"3,704.3 (sq ft)","980.0 (sq ft)",1,
4330006009,"1250 S BEDFORD DR",90035,R1-1-O,"5,593.4 (sq ft)","2,244.0 (sq ft)",1,
2701039017,"20133 W VIA CELLINI",91326,RE11-1-H,"11,049.6 (sq ft)","4,706.0 (sq ft)",1,
2320027014,"6603 N TROOST AVE",91606,RD1.5-1,"4,953.5 (sq ft)","1,135.0 (sq ft)",1,
7411018022,"26231 S BELLE PORTE AVE",90710,R1-1XL,"7,441.7 (sq ft)","1,319.0 (sq ft)",1,
5046002031,"3707 W EXPOSITION BLVD",90016,R3-1,"5,363.1 (sq ft)","3,378.0 (sq ft)",2,
2783001013,"8357 N TAMPA AVE",91324,RA-1,"5,757.0 (sq ft)","903.0 (sq ft)",1,
7423026018,"1135 N EUBANK AVE",90744,[Q]R2-1XL-O-CUGU,"5,850.7 (sq ft)","1,178.0 (sq ft)",1,
2309009013,"8219 N LAURELGROVE AVE",91605,RS-1,"8,059.0 (sq ft)","2,148.0 (sq ft)",1,
4116027001,"254 E MANCHESTER AVE",90293,R1-1,"6,351.2 (sq ft)","1,183.0 (sq ft)",1,
2409003036,"10833 W WHITE ST",91352,R3-1-CUGU,"8,751.7 (sq ft)","1,364.0 (sq ft)",2,
2101005017,"17839 W LORNE ST",91335,R1-1,"6,445.2 (sq ft)","1,192.0 (sq ft)",1,
5121019011,"332 E 37TH ST",90011,R2-1,"1,877.0 (sq ft)","1,241.0 (sq ft)",1,
5492037005,"221 S AVENUE 66",90042,RD2-1-HPOZ,"4,920.3 (sq ft)","2,944.0 (sq ft)",4,
2233024021,"6434 N WOODLEY AVE",91406,[Q]RD1.5-1-RIO,"7,256.5 (sq ft)","5,220.0 (sq ft)",2,
4408033014,"14107 W ATTILLA ROAD",90402,R1H1-O,"5,330.7 (sq ft)","2,893.0 (sq ft)",1,
2871019014,"11390 N SINCLAIR AVE",91326,RS-1,"9,592.9 (sq ft)","1,704.0 (sq ft)",1,
2005007022,"8433 N SEDAN AVE",91304,RS-1,"6,720.3 (sq ft)","1,404.0 (sq ft)",1,
2601068016,"12033 N WOOD RANCH ROAD",91344,RA-1-O-K,"20,348.5 (sq ft)","4,416.0 (sq ft)",1,
6071005011,"622 E 110TH ST",90059,R2-1,"5,330.9 (sq ft)","1,354.0 (sq ft)",1,
2601050065,"12460 N JESSICA PL",91344,RE11-1-H,"13,183.9 (sq ft)","3,826.0 (sq ft)",1,
5063002001,"2024 S DUNSMUIR AVE",90016,RD2-1,"6,506.7 (sq ft)","2,010.0 (sq ft)",1,
5148006013,"308 E 4TH ST",90013,"[MN1-SH1-5] [CX1-FA] [CPIO]","2,633.9 (sq ft)","5,200.0 (sq ft)",0,
5423011026,"2321 W BERKELEY AVE",90026,R2-1VL,"6,000.2 (sq ft)","1,626.0 (sq ft)",1,
7454027003,"579 W 14TH ST",90731,RD1.5-1XL-CPIO,"6,753.0 (sq ft)","8,276.0 (sq ft)",8,
2644030016,"9460 N VAN NUYS BLVD",91402,[Q]C2-1VL,"6,277.0 (sq ft)","2,176.0 (sq ft)",0,
5431036010,"1745 N SILVER LAKE BLVD",90026,R2-1VL,"2,703.3 (sq ft)","2,532.0 (sq ft)",1,
2547024011,"10633 N VANORA DR",91040,R1-1,"8,004.0 (sq ft)","844.0 (sq ft)",1,
4239002006,"720 S 5TH AVE",90291,RD1.5-1,"5,669.6 (sq ft)","1,920.0 (sq ft)",2,
2354014039,"4629 N CAMELLIA AVE",91602,R1-1,"6,198.5 (sq ft)","1,306.0 (sq ft)",1,
2228015012,"7329 N LOUISE AVE",91406,R1-1,"5,999.7 (sq ft)","989.0 (sq ft)",1,
5073014010,"2271 W WASHINGTON BLVD",90018,C1.5-1VL-CPIO,"5,010.6 (sq ft)","7,496.0 (sq ft)",0,
2696025011,"17219 W LOS ALIMOS ST",91344,RE9-1XL-RFA,"11,399.1 (sq ft)","1,499.0 (sq ft)",1,
4384027006,"2216 N SAN YSIDRO DR",90210,RE15-1-H-HCR,"13,959.4 (sq ft)","3,149.0 (sq ft)",1,
2755004002,"9531 N WHITE OAK AVE",91325,RA-1,"17,399.7 (sq ft)","972.0 (sq ft)",1,
4243013021,"857 E WARREN AVE",90291,R1V2,"4,400.9 (sq ft)","944.0 (sq ft)",1,
6015009028,"1447 W 66TH ST",90047,R1-1,"4,003.3 (sq ft)","928.0 (sq ft)",1,
5565040012,"8382 W MULHOLLAND DR",90046,RE15-1-H-HCR,"12,817.6 (sq ft)","2,729.0 (sq ft)",1,
2269018014,"14006 W LA MAIDA ST",91423,R1-1-RIO,"5,994.0 (sq ft)","1,970.0 (sq ft)",1,
2285005038,"15815 W HIGH KNOLL ROAD",91436,RE15-1-H,"20,236.7 (sq ft)","4,914.0 (sq ft)",1,
2335024015,"6206 N BECK AVE",91606,[Q]R3-1,"6,586.2 (sq ft)","4,728.0 (sq ft)",6,
2680023016,"16452 W SAN FERNANDO MISSION BLVD",91344,RS-1,"7,502.7 (sq ft)","1,631.0 (sq ft)",1,
4405041030,"12315 W 14TH HELENA DR",90049,RS-1,"11,873.8 (sq ft)",,,
2552048018,"7358 W CHANTILLY CT",91042,RE11-1-H,"13,889.7 (sq ft)","3,551.0 (sq ft)",1,
5064020018,"1824 S CLYDE AVE",90019,RD1.5-1,"6,051.9 (sq ft)","952.0 (sq ft)",1,
5043016009,"5406 W SMILEY DR",90016,RD1.5-1,"4,800.1 (sq ft)","1,136.0 (sq ft)",1,
7416030025,,,[Q]RD2-1XL-O-CUGU,"3,000.4 (sq ft)","1,515.0 (sq ft)",1,
5555023003,"1466 N SWEETZER AVE",90069,R1-1-HCR,"4,892.1 (sq ft)","3,394.0 (sq ft)",1,
7470005026,"1248 W 26TH PL",90731,R1-1XL,"11,258.4 (sq ft)","2,532.0 (sq ft)",1,
5480025005,"1222 W WILDWOOD DR",90041,R1-1-HCR,"6,179.8 (sq ft)","960.0 (sq ft)",1,
2280017038,"3490 N ALANA DR",91403,RE15-1-H,"10,310.9 (sq ft)","2,063.0 (sq ft)",1,
5035018020,"1743 W 39TH PL",90062,R2-1,"5,412.1 (sq ft)","1,536.0 (sq ft)",1,
5565040002,"2715 N LAUREL PASS",90046,RE15-1-H-HCR,"11,222.0 (sq ft)","2,164.0 (sq ft)",1,
5229026023,"3145 1/2 E WABASH AVE",90063,[Q]C2-1-CUGU,"21,974.3 (sq ft)","6,240.0 (sq ft)",12,
4105001001,"5776 W 76TH ST",90045,R1-1,"6,242.4 (sq ft)","2,215.0 (sq ft)",1,
2317001015,"7750 N AGNES AVE",91605,R1-1-CUGU,"6,258.2 (sq ft)","1,114.0 (sq ft)",1,
5154013002,"2314 W 2ND ST",90057,R3-1,"3,123.5 (sq ft)","892.0 (sq ft)",1,
5014009008,"5104 S 8TH AVE",90043,R1-1,"6,468.0 (sq ft)","1,612.0 (sq ft)",1,
2722030001,"21634 W LOS ALIMOS ST",91311,RA-1-K,"17,542.4 (sq ft)","2,328.0 (sq ft)",1,
6084033020,"11722 S BELHAVEN ST",90059,R1R3,"6,602.8 (sq ft)","1,400.0 (sq ft)",1,
4420028010,"1363 N DUENDE LANE",90272,RE15-1-H,"37,579.0 (sq ft)","2,333.0 (sq ft)",1,
4326019029,"1511 S PANDORA AVE",90024,R1-1-O,"7,707.6 (sq ft)","1,912.0 (sq ft)",1,
7411007035,"25823 S SENATOR AVE",90710,[Q]C2-1VL,"7,950.9 (sq ft)","1,440.0 (sq ft)",2,
2272028010,"3624 N GLENRIDGE DR",91423,RE40-1-H,"12,242.6 (sq ft)","2,655.0 (sq ft)",1,
2403011008,"8018 N GLENCREST DR",91352,R1-1,"11,055.7 (sq ft)","1,084.0 (sq ft)",1,
5174009027,"1606 E NEW JERSEY ST",90033,RD1.5-1-RIO-CUGU,"1,258.0 (sq ft)","636.0 (sq ft)",1,
2601065009,"11838 N WOOD RANCH ROAD",91344,RA-1-K,"48,742.6 (sq ft)","4,416.0 (sq ft)",1,
2378029006,"3821 N BERRY DR",91604,R1-1,"7,014.1 (sq ft)","3,669.0 (sq ft)",1,
5474040026,"4343 E TOLAND PL",90041,R1-1-HCR,"4,398.2 (sq ft)","1,735.0 (sq ft)",2,
6003025011,"1208 W 61ST ST",90044,R2-1-CPIO,"6,721.8 (sq ft)","1,592.0 (sq ft)",2,
2226031019,"16818 W WYANDOTTE ST",91406,R1-1,"6,299.8 (sq ft)","1,992.0 (sq ft)",1,
2359006033,"5013 N VENTURA CANYON AVE",91423,R1-1-RIO,"14,993.7 (sq ft)","3,231.0 (sq ft)",1,
2184049001,"18117 W DEER VIEW CT",91316,RA-1,"17,902.1 (sq ft)","3,020.0 (sq ft)",1,
2075012023,"22695 W CRESPI ST",91364,R1-1,"6,229.6 (sq ft)","1,944.0 (sq ft)",1,
2621025012,"9634 N LEV AVE",91331,R1-1,"7,424.6 (sq ft)","1,339.0 (sq ft)",1,
6017025024,"1831 W 78TH PL",90047,R1-1,"6,705.1 (sq ft)","1,663.0 (sq ft)",1,
2181016014,"5002 N NESTLE AVE",91356,R1-1,"6,073.2 (sq ft)","1,925.0 (sq ft)",1,
2322003936,"6738 N BELLINGHAM AVE",91606,R1-1,"6,457.7 (sq ft)","1,181.0 (sq ft)",1,
6121013003,"16932 S MERIT AVE",90247,R1-1,"5,200.4 (sq ft)","1,594.0 (sq ft)",1,
2404012022,"8527 N BLUFFDALE DR",91352,R1-1,"5,982.9 (sq ft)","1,656.0 (sq ft)",1,
5106013015,"4614 S COMPTON AVE",90011,C2-1VL-CPIO,"5,200.8 (sq ft)","2,700.0 (sq ft)",2,
7442003008,"2160 N BARRYWOOD AVE",90731,R1-1XL,"8,161.5 (sq ft)","2,244.0 (sq ft)",1,
2384006011,"12814 W HALKIRK ST",91604,R1-1,"7,499.9 (sq ft)","1,607.0 (sq ft)",1,
2613019013,"11426 N RINCON AVE",91340,R1-1,"2,499.8 (sq ft)","1,963.0 (sq ft)",1,
6017004006,"2126 W FLORENCE AVE",90047,C2-1VL-CPIO,"2,552.3 (sq ft)","589.0 (sq ft)",0,
5480014013,"5830 E BUENA VISTA TER",90042,R1-1-HCR,"4,684.2 (sq ft)","2,648.0 (sq ft)",1,
6067006041,"10812 S WILMINGTON AVE",90059,C2-1VL-CPIO,"3,250.3 (sq ft)","806.0 (sq ft)",1,
2638017017,"8519 N STANSBURY AVE",91402,R1-1,"5,298.8 (sq ft)","1,014.0 (sq ft)",1,
2602011018,"17253 W BOSWELL PL",91344,RS-1,"7,501.1 (sq ft)","2,422.0 (sq ft)",1,
4244005002,"12906 W WARREN AVE",90066,R1V2,"6,050.2 (sq ft)","2,267.0 (sq ft)",1,
5069021014,"1631 S CURSON AVE",90019,R1V3-RG-O,"3,076.2 (sq ft)","978.0 (sq ft)",1,
5101036019,"330 W 54TH ST",90037,RD2-1,"5,440.3 (sq ft)","1,344.0 (sq ft)",1,
2784021002,"19246 W NAPA ST",91324,RS-1,"7,865.0 (sq ft)","1,744.0 (sq ft)",1,
2121028003,"7043 N JAMIESON AVE",91335,R1-1,"6,722.2 (sq ft)","833.0 (sq ft)",1,
2280006033,"15737 W ROYAL RIDGE ROAD",91403,RE15-1-H,"30,896.0 (sq ft)","4,777.0 (sq ft)",1,
5586001018,"2103 N ALCYONA DR",90068,R1-1-HCR,"6,422.9 (sq ft)","3,973.0 (sq ft)",2,
5050012011,"2818 3/4 S WEST BLVD",90016,R3-1,"7,754.5 (sq ft)","2,812.0 (sq ft)",5,
5082002012,"1057 S LE CLAIRE PL",90019,R1-1-O,"5,844.7 (sq ft)","1,889.0 (sq ft)",1,
5007023021,"5718 S HILLCREST DR",90043,R1-1,"6,999.8 (sq ft)","1,533.0 (sq ft)",1,
5029008019,"3831 S DUNSMUIR AVE",90008,R1-1,"7,069.7 (sq ft)","1,106.0 (sq ft)",1,
5457019016,"2737 W MOSS AVE",90065,R1-1-CDO,"7,499.9 (sq ft)","1,463.0 (sq ft)",1,
5180011032,"2630 E 1ST ST",90033,[Q]C2-1-CUGU,"5,366.3 (sq ft)","1,487.0 (sq ft)",2,
2782024016,"8831 N JUMILLA AVE",91324,RS-1,"8,361.8 (sq ft)","1,465.0 (sq ft)",1,
5107013019,"4727 S COMPTON AVE",90011,C2-1VL-CPIO,"2,374.4 (sq ft)","1,100.0 (sq ft)",1,
