apn,address,zip_code,zoning,lot_size,building_sqft,units,toc_status
2286003027,"3838 N BALLINA CANYON ROAD",91436,RE15-1-H,"18,290.8 (sq ft)","3,483.0 (sq ft)",1,
2538027005,"11254 W SHELDON ST",91352,RA-1-K-HPOZ,"20,014.1 (sq ft)","1,032.0 (sq ft)",1,
2608022010,"12422 N EL ORO WAY",91344,RS-1,"10,686.4 (sq ft)","1,040.0 (sq ft)",1,
2601059016,"17837 W ARVIDA DR",91344,RE11-1-H-O,"12,133.3 (sq ft)","2,684.0 (sq ft)",1,
2126026011,"6838 N GEYSER AVE",91335,R1-1-RIO,"6,746.2 (sq ft)","818.0 (sq ft)",1,
5423030042,"2205 W EDENDALE LANE",90026,[Q]CM-1VL,"989.3 (sq ft)","1,307.0 (sq ft)",1,
5046007021,"4211 W EXPOSITION BLVD",90016,R3-1,"5,406.7 (sq ft)","1,302.0 (sq ft)",1,
5006029034,"5417 S 4TH AVE",90043,R1-1,"5,400.0 (sq ft)","1,192.0 (sq ft)",1,
2386008003,"3576 N DIXIE CANYON AVE",91423,RE15-1-H,"34,935.5 (sq ft)","2,425.0 (sq ft)",1,
7451026016,"670 W 5TH ST",90731,RD1.5-1XL-CPIO,"5,000.6 (sq ft)","1,088.0 (sq ft)",1,
2175019031,"4938 N HOOD DR",91364,RA-1,"19,615.8 (sq ft)","5,075.0 (sq ft)",1,
2319012016,"6645 N FAIR AVE",91606,R1-1,"5,569.6 (sq ft)","842.0 (sq ft)",1,
6053013034,"229 1/2 W 98TH ST",90003,R2-1,"4,550.3 (sq ft)","732.0 (sq ft)",1,
2568015017,"7023 W GREELEY ST",91042,RD1.5-1,"7,054.9 (sq ft)","3,700.0 (sq ft)",4,
4494012012,"701 N BONHILL ROAD",90049,RA-1,"26,146.3 (sq ft)","7,525.0 (sq ft)",1,
2530039028,"11346 W GOLETA ST",91342,R1-1,"5,391.3 (sq ft)","1,860.0 (sq ft)",1,
5689004035,,,R1-1-HCR,"689.4 (sq ft)",,,
5440011028,"2446 N MCCREADY AVE",90039,R2-1VL,"2,600.0 (sq ft)","1,172.0 (sq ft)",1,
2310002015,"8207 N AGNES AVE",91605,R1-1-CUGU,"6,049.3 (sq ft)","1,120.0 (sq ft)",1,
4251016014,"3219 S BENTLEY AVE",90034,R1-1,"8,543.8 (sq ft)","1,902.0 (sq ft)",1,
4254015008,"3244 S MIDVALE AVE",90034,R1-1,"5,939.4 (sq ft)","2,537.0 (sq ft)",1,
5062013013,"2250 S SYCAMORE AVE",90016,RD2-1,"6,000.1 (sq ft)","1,565.0 (sq ft)",1,
4113011009,"8040 S FORDHAM ROAD",90045,R1-1,"6,253.3 (sq ft)","2,036.0 (sq ft)",1,
5050006038,"2432 S WEST BLVD",90016,R2-1,"3,818.1 (sq ft)","1,056.0 (sq ft)",1,
4314017009,"3459 S MOTOR AVE",90034,MU(EC),"1,503.9 (sq ft)","2,622.0 (sq ft)",1,
5301027008,"4622 N COLLIS AVE",90032,[Q]R1-1D-HCR,"7,513.8 (sq ft)","2,213.0 (sq ft)",1,
5106007005,"4508 S LONG BEACH AVE EAST",90058,M2-2-CPIO,"6,550.5 (sq ft)","1,005.0 (sq ft)",1,
2356008020,"12145 W RIVERSIDE DR",91607,[Q]C2-1VL,"6,247.7 (sq ft)","3,599.0 (sq ft)",0,
5040019012,"1284 W JEFFERSON BLVD",90007,R3-1-CPIO,"6,619.6 (sq ft)","6,280.0 (sq ft)",9,
6017018016,"1939 W 77TH ST",90047,R1-1,"6,700.4 (sq ft)","1,340.0 (sq ft)",1,
2535024011,"13178 W HOYT ST",91331,R1-1-O-CUGU,"3,553.6 (sq ft)","994.0 (sq ft)",1,
7414037006,"1225 W DOLORES ST",90744,R1-1XL-CUGU,"6,045.7 (sq ft)","1,430.0 (sq ft)",1,
2260010037,"16242 W HUSTON ST",91436,RE9-1,"10,828.8 (sq ft)","3,517.0 (sq ft)",1,
6041012008,"8855 S SAN PEDRO ST",90003,RD2-1,"2,570.8 (sq ft)","803.0 (sq ft)",1,
2627022003,"13141 W TONOPAH ST",91331,R1-1,"6,018.6 (sq ft)","1,636.0 (sq ft)",1,
2582031026,"14100 N BERMAX AVE",91342,RE11-1,"12,750.1 (sq ft)","1,571.0 (sq ft)",1,
2355006035,"11849 W HARTSOOK ST",91607,R1-1,"7,799.8 (sq ft)","1,714.0 (sq ft)",1,
5034018026,"3901 S 2ND AVE",90008,R1-1,"6,500.1 (sq ft)","1,801.0 (sq ft)",1,
6050011030,"859 E 95TH ST",90002,R1-1,"4,849.1 (sq ft)","1,468.0 (sq ft)",1,
5485009022,"5608 E STRATFORD ROAD",90042,R1-1,"1,512.0 (sq ft)","720.0 (sq ft)",1,
5474001023,"1723 N CAMPUS ROAD",90032,R1-1,"10,111.8 (sq ft)","3,511.0 (sq ft)",1,
2304017007,"13038 W LORNE ST",91605,RS-1,"7,482.5 (sq ft)","1,036.0 (sq ft)",1,
5147023023,"607 E 6TH ST",90021,"[MB2-SH1-5] [IX1-FA] [CPIO]","3,148.1 (sq ft)","2,790.0 (sq ft)",0,
4220016018,"11939 W JEFFERSON BLVD",90230,R3-1,"2,500.1 (sq ft)","1,140.0 (sq ft)",2,
4258012006,"2726 S COOLIDGE AVE",90064,R1V2,"5,304.1 (sq ft)","1,574.0 (sq ft)",1,
4108020011,"6357 W 85TH PL",90045,R1V2,"6,031.3 (sq ft)","2,970.0 (sq ft)",1,
5217004022,"2745 N CHADWICK CIR",90032,[Q]R1-1D-HCR,"8,204.3 (sq ft)","1,410.0 (sq ft)",1,
5527004014,"7755 W WARING AVE",90046,R2-1XL,"4,891.5 (sq ft)","2,419.0 (sq ft)",3,
2611011008,"12048 N BUCKEYE AVE",91342,RS-1,"7,480.0 (sq ft)","1,561.0 (sq ft)",1,
5082001011,"1051 S QUEEN ANNE PL",90019,R1-1-O,"6,855.7 (sq ft)","2,988.0 (sq ft)",1,
5017011006,"4927 S BUDLONG AVE",90037,R1R3-CPIO,"6,489.0 (sq ft)","2,380.0 (sq ft)",1,
2547025004,"10652 N VANORA DR",91040,R1-1,"6,037.8 (sq ft)","1,355.0 (sq ft)",1,
2369023001,"3809 N BUENA PARK DR",91604,R1-1,"8,714.1 (sq ft)","1,853.0 (sq ft)",1,
5190007006,"1111 S EVERGREEN AVE",90023,R2-1-CUGU,"4,911.7 (sq ft)","984.0 (sq ft)",1,
2569021033,"10278 N HAINES CANYON AVE",91042,RE40-1-K,"17,305.8 (sq ft)","1,434.0 (sq ft)",1,
2122010019,"6917 N HESPERIA AVE",91335,R1-1,"6,498.9 (sq ft)","902.0 (sq ft)",1,
5088019003,"961 S CARMEL WAY",90048,[Q]R3-1-O-HPOZ,"6,032.3 (sq ft)","3,430.0 (sq ft)",2,
5089021017,"841 S CLOVERDALE AVE",90036,R1-1-HPOZ,"6,695.8 (sq ft)","1,670.0 (sq ft)",1,
4306006008,"1468 S GLENVILLE DR",90035,R1V2-O,"6,753.1 (sq ft)","1,917.0 (sq ft)",1,
5544002017,,,RD1.5-1XL,"772.5 (sq ft)","2,220.0 (sq ft)",1,
5305022012,"3165 N PYRITES ST",90032,[Q]R1-1D-HCR,"4,148.2 (sq ft)","880.0 (sq ft)",1,
5466021010,"4648 N GLENALBYN DR",90065,R1-1-HCR,"2,942.2 (sq ft)","1,611.0 (sq ft)",1,
2701041010,"20116 W VIA MEDICI",91326,RE11-1-H,"18,415.3 (sq ft)","4,721.0 (sq ft)",1,
4001028005,"6258 S LA TIJERA BLVD",90056,R3-1XL,"10,413.9 (sq ft)","2,743.0 (sq ft)",3,
4239010016,"907 S 5TH AVE",90291,RD1.5-1,"1,045.7 (sq ft)","1,066.0 (sq ft)",1,
4019007006,"4112 W 58TH PL",90043,R1-1-O,"5,378.2 (sq ft)","1,244.0 (sq ft)",1,
5185008025,,,C1-1-CUGU,"2,800.0 (sq ft)","1,038.0 (sq ft)",2,
7563012002,"2506 S GRAYSBY AVE",90732,R1-1XL,"5,436.8 (sq ft)","1,297.0 (sq ft)",1,
2014032046,"7731 N JUSTIN CT",91304,RS-1,"10,642.8 (sq ft)","2,584.0 (sq ft)",1,
5115017021,"887 1/2 E 43RD ST",90011,R2-1,"5,160.1 (sq ft)","2,102.0 (sq ft)",2,
7349018028,"1539 W 214TH ST",90501,R1-1,"6,000.7 (sq ft)","1,448.0 (sq ft)",1,
5427024006,"1444 1/2 N EDGECLIFFE DR",90026,RD1.5-1VL,"7,353.9 (sq ft)","4,212.0 (sq ft)",4,
2410016014,"10855 W CANTLAY ST",91352,R1-1,"6,299.8 (sq ft)","1,148.0 (sq ft)",1,
6018026025,"7843 S BRIGHTON AVE",90047,R1-1,"5,199.7 (sq ft)","1,108.0 (sq ft)",1,
6041015005,"8709 1/2 S SAN PEDRO ST",90003,C2-1VL-CPIO,"2,523.4 (sq ft)","2,177.0 (sq ft)",2,
5431023019,"3042 W LANDA ST",90039,R1-1VL,"7,493.7 (sq ft)","3,396.0 (sq ft)",1,
5406010064,"1454 W SCOTT AVE",90026,RD2-1VL,"2,174.0 (sq ft)",,,
5206019041,"501 E AVE 28",90031,[Q]R2-1D-HCR,"6,472.9 (sq ft)","1,551.0 (sq ft)",1,
4247008025,"12819 W STANWOOD DR",90066,R1V2,"5,500.1 (sq ft)","1,108.0 (sq ft)",1,
2375001079,"13255 W BLOOMFIELD ST",91423,R1-1-RIO,"7,895.8 (sq ft)","1,492.0 (sq ft)",1,
5214004027,"4361 E OTERO DR",90032,[Q]R1-1D-HCR,"3,750.8 (sq ft)",,,
7425012038,,,R1-1XL-O-CUGU,"7,545.1 (sq ft)","1,692.0 (sq ft)",1,
2309023005,"7925 N VANTAGE AVE",91605,RS-1,"7,668.3 (sq ft)","1,028.0 (sq ft)",1,
5523013016,"627 N GOWER ST",90004,R1R3-RG,"5,621.7 (sq ft)","1,582.0 (sq ft)",1,
2688028048,"8821 N MCLENNAN AVE",91343,RS-1,"8,202.0 (sq ft)","2,240.0 (sq ft)",1,
6022027019,"7806 1/2 S CROCKER ST",90003,RD1.5-1,"6,137.4 (sq ft)","820.0 (sq ft)",1,
5513002032,"7114 W BEVERLY BLVD",90036,C2-1LD,"6,000.0 (sq ft)","30,495.0 (sq ft)",0,
2209002015,"15223 W BURTON ST",91402,R1-1,"6,557.5 (sq ft)","1,222.0 (sq ft)",1,
7467020016,"670 W 39TH ST",90731,R2-1XL,"6,101.7 (sq ft)","4,154.0 (sq ft)",4,
2733021003,"10527 N ANDASOL AVE",91344,R1-1XL-RFA,"6,749.5 (sq ft)","1,936.0 (sq ft)",1,
4263019014,"1440 1-9 S BARRY AVE",90025,[Q]R3-1,"7,000.2 (sq ft)","7,456.0 (sq ft)",9,
6070016002,"11406 S CENTRAL AVE",90059,C2-2D-CPIO,"2,648.8 (sq ft)",,,
2239022012,"13830 W BESSEMER ST",91401,[Q]RD2-1,"6,784.0 (sq ft)","1,198.0 (sq ft)",1,
4220001039,"11861 S BEATRICE ST",90230,R1-1,"5,750.3 (sq ft)","815.0 (sq ft)",1,
2507012012,"14466 W BEAVER ST",91342,R1-1,"6,171.3 (sq ft)","997.0 (sq ft)",1,
5436026022,"3455 W GARDEN AVE",90039,R1-1-RIO,"6,756.3 (sq ft)","1,871.0 (sq ft)",1,
2255004015,"5901 N WISH AVE",91316,R1-1-RIO,"6,000.4 (sq ft)","1,598.0 (sq ft)",1,
5221012021,"2340 N VANDALIA AVE",90032,RD1.5-1,"4,805.8 (sq ft)","1,953.0 (sq ft)",1,
2696016010,"17100 W SAN FERNANDO MISSION BLVD",91344,R1-1,"7,590.3 (sq ft)","1,292.0 (sq ft)",1,
2676022001,"9226 N HAYVENHURST AVE",91343,RS-1,"6,830.6 (sq ft)","1,738.0 (sq ft)",1,
4320001009,"2282 S WESTWOOD BLVD",90064,C4-1VL-POD,"6,750.1 (sq ft)","6,480.0 (sq ft)",0,
5453006035,"2646 E THORPE AVE",90065,R1-1-CDO-RIO,"4,000.0 (sq ft)","854.0 (sq ft)",1,
2289008022,"17063 W RANCHO ST",91316,RA-1,"17,631.3 (sq ft)","4,267.0 (sq ft)",1,
6074003018,"221 W 104TH ST",90003,R2-1,"5,400.3 (sq ft)","1,890.0 (sq ft)",2,
7445017044,"1130 W VIA FRANCISCA",90732,R1-1XL,"10,177.3 (sq ft)","1,920.0 (sq ft)",1,
6031004026,"329 W 74TH ST",90003,R2-1,"5,608.3 (sq ft)","522.0 (sq ft)",1,
2692013016,"17154 W MARILLA ST",91325,RA-1-H,"18,896.7 (sq ft)","4,762.0 (sq ft)",1,
4431028011,"1309 N PIEDRA MORADA DR",90272,RE15-1-H,"16,538.6 (sq ft)","6,513.0 (sq ft)",1,
5436029037,"3165 W GARDEN AVE",90039,R1-1-RIO,"6,078.4 (sq ft)","717.0 (sq ft)",1,
4211004085,"6510 W RIGGS PL",90045,R1V2,"6,215.1 (sq ft)","3,039.0 (sq ft)",1,
5466013004,"619 N DIMMICK DR",90065,R1-1-HCR,"2,955.8 (sq ft)",,,
2235016027,"14944 W KITTRIDGE ST",91405,R1-1,"6,982.5 (sq ft)","1,322.0 (sq ft)",1,
5069001005,"5772 W PICO BLVD",90019,C4-1-O,"4,999.2 (sq ft)","4,089.0 (sq ft)",0,
2040012013,"22708 W BURBANK BLVD",91367,R1-1,"6,748.3 (sq ft)","1,230.0 (sq ft)",1,
4305018013,"8854 W HORNER ST",90035,R1V2-O,"6,568.2 (sq ft)","2,066.0 (sq ft)",1,
6018021021,"7623 S DALTON AVE",90047,R1-1,"5,400.2 (sq ft)","1,232.0 (sq ft)",1,
2415025021,"5709 1-3 N AUCKLAND AVE",91601,[Q]C2-1XL,"6,214.0 (sq ft)","1,222.0 (sq ft)",1,
4358014015,"1161 N HILARY LANE",90210,RE15-1-HCR,"13,114.4 (sq ft)","7,037.0 (sq ft)",0,
4223002008,"12906 W GILMORE AVE",90066,R1-1,"6,497.0 (sq ft)","1,075.0 (sq ft)",1,
2283011019,"16024 W VENTURA BLVD",91436,C4-1L,"44,599.6 (sq ft)","156,020.0 (sq ft)",0,
4251026021,"3431 S MILITARY AVE",90034,R1-1,"5,414.5 (sq ft)","3,680.0 (sq ft)",1,
7469013018,"3153 S ALMERIA ST",90731,R1-1XL,"6,250.6 (sq ft)","1,042.0 (sq ft)",1,
5305032018,"4558 E BERYL ST",90032,RD3-1,"6,273.9 (sq ft)","1,064.0 (sq ft)",1,
2564022023,,,RE15-1,"22,215.0 (sq ft)","1,263.0 (sq ft)",1,
2242004003,"6339 N ORION AVE",91411,RE11-1-RIO,"14,793.9 (sq ft)","2,540.0 (sq ft)",1,
5041036020,"1718 1/2 W 37TH DR",90018,R2-1-O-CPIO,"5,842.1 (sq ft)","3,896.0 (sq ft)",4,
2560021006,"10227 N WESCOTT AVE",91040,R1-1-RFA,"6,086.7 (sq ft)","1,825.0 (sq ft)",1,
2642030004,"14111 W NORDHOFF ST",91331,RA-1,"25,647.2 (sq ft)","2,613.0 (sq ft)",1,
6012010034,"107 W 71ST ST",90003,C2-1VL-CPIO,"5,732.8 (sq ft)","5,370.0 (sq ft)",11,
5180021014,"148 S SAVANNAH ST",90033,R2-1-CUGU,"2,000.0 (sq ft)","2,540.0 (sq ft)",2,
2604037008,"12707 N TELFAIR AVE",91342,RS-1-K,"40,939.4 (sq ft)","1,529.0 (sq ft)",1,
5077028006,"2720 W JAMES M. WOOD BLVD",90006,R4-1,"6,770.8 (sq ft)","4,428.0 (sq ft)",4,
2172019041,"4205 N ELZEVIR ROAD",91364,R1-1,"4,275.0 (sq ft)","918.0 (sq ft)",1,
2258012008,"17129 W VENTURA BLVD",91316,P-1VL,"16,853.9 (sq ft)",,,
5434017025,"3121 W WAVERLY DR",90027,RE9-1-RIO,"24,388.4 (sq ft)","3,093.0 (sq ft)",1,
7422013005,"1739 N BANNING BLVD",90744,R1-1XL-O-CUGU,"5,430.2 (sq ft)","874.0 (sq ft)",1,
7414018013,"1206 W CHANDLER ST",90744,R1-1XL-CUGU,"7,007.2 (sq ft)","1,352.0 (sq ft)",1,
5581015012,"6109 W MULHOLLAND HWY",90068,RE9-1-HCR,"7,051.3 (sq ft)","3,419.0 (sq ft)",1,
5016029008,"1502 W 49TH ST",90062,R1-1,"5,771.4 (sq ft)","2,170.0 (sq ft)",1,
5453002029,"2624 E ALICE ST",90065,RD3-1-CDO-RIO,"6,480.3 (sq ft)","940.0 (sq ft)",1,
5033020005,"4000 S OLMSTED AVE",90008,R1-1,"6,123.0 (sq ft)","2,013.0 (sq ft)",1,
5101033013,"5300 S BROADWAY",90037,C2-1VL-CPIO,"5,748.0 (sq ft)","423.0 (sq ft)",1,
7416025011,"818 N BAY VIEW AVE",90744,[Q]RD1.5-1XL-O-CUGU,"7,513.5 (sq ft)","1,683.0 (sq ft)",1,
5405009034,"953 N KENSINGTON ROAD",90026,R2-1VL-HPOZ,"6,709.6 (sq ft)","2,434.0 (sq ft)",2,
5435005032,"3817 1/2 W REVERE AVE",90039,R1-1-RIO,"5,399.9 (sq ft)","1,536.0 (sq ft)",1,
5045019023,"3866 S VICTORIA AVE",90008,R1-1,"8,216.4 (sq ft)","1,812.0 (sq ft)",1,
5477027043,"633 N MILO TER",90042,R1-1-HCR,"4,870.1 (sq ft)","1,273.0 (sq ft)",1,
2545006023,"9724 W SOMBRA VALLEY DR",91040,RE40-1-K,"14,193.1 (sq ft)","1,662.0 (sq ft)",1,
5685007022,"1947 W ADDISON WAY",90041,R1-1,"4,064.6 (sq ft)","1,084.0 (sq ft)",1,
4306023030,"9623 W KIRKSIDE ROAD",90035,R1V2-O,"6,971.9 (sq ft)","2,006.0 (sq ft)",1,
4228008024,,,R1-1,"7,229.2 (sq ft)","3,005.0 (sq ft)",1,
4257021042,"2464 S WELLESLEY AVE",90064,R1-1,"5,371.4 (sq ft)","1,495.0 (sq ft)",1,
5075008030,"1325 S KENMORE AVE",90006,R3-1,"3,315.0 (sq ft)","894.0 (sq ft)",1,
5309002028,"5209 E ALMONT ST",90032,[Q]R1-1D-HCR,"5,320.5 (sq ft)",,,
5021010023,"4213 S HARVARD BLVD",90062,R1-1,"5,724.6 (sq ft)","1,149.0 (sq ft)",1,
5436017005,"3338 W PERLITA AVE",90039,R1-1-RIO,"6,749.7 (sq ft)","2,036.0 (sq ft)",1,
5535007011,"5363 W LEMON GROVE AVE",90038,R2-1XL,"8,194.1 (sq ft)","2,374.0 (sq ft)",1,
5312021057,"751 E MILFORD ST",90042,[Q]R1-1D-HCR,"4,557.3 (sq ft)","2,966.0 (sq ft)",1,
2243002017,,,CM-1L-RIO,"3,472.2 (sq ft)","17,440.0 (sq ft)",1,
2424002017,"10507 W MOORPARK ST",91602,RD1.5-1-RIO,"6,500.0 (sq ft)","1,460.0 (sq ft)",1,
2128030005,"6207 N SYLVIA AVE",91335,R1-1-RIO,"7,199.8 (sq ft)","1,439.0 (sq ft)",1,
5047003011,"5616 W BOWESFIELD ST",90016,R1-1,"6,600.1 (sq ft)","3,803.0 (sq ft)",1,
7420014032,"1207 N NEPTUNE AVE",90744,R1-1XL-O-CUGU,"2,250.3 (sq ft)","1,880.0 (sq ft)",1,
4257015050,"12051 W NATIONAL BLVD",90064,R1V2,"7,335.5 (sq ft)","922.0 (sq ft)",1,
4125003024,"8311 S WINSFORD AVE",90045,R2-1,"5,949.5 (sq ft)","1,117.0 (sq ft)",1,
2692010024,"17121 W GLEDHILL ST",91325,RE11-1,"11,706.5 (sq ft)","2,603.0 (sq ft)",1,
2381025010,"3123 N DONA ELENA PL",91604,RE15-1-H,"9,137.8 (sq ft)","2,956.0 (sq ft)",1,
2024001048,"22058 W SHERMAN WAY",91303,C2-1VL-RIO,"8,953.3 (sq ft)","15,000.0 (sq ft)",0,
5006026045,"2710 1/2 W 54TH ST",90043,C2-1VL-CPIO,"2,375.0 (sq ft)","2,160.0 (sq ft)",2,
5040008022,"1342 W 36TH ST",90007,RD1.5-1-CPIO,"6,800.0 (sq ft)","786.0 (sq ft)",1,
2538017022,"11045 W FENWAY ST",91352,RA-1-K,"9,063.2 (sq ft)","1,680.0 (sq ft)",1,
2718003011,"11113 N BECKFORD AVE",91326,RS-1,"7,655.1 (sq ft)","2,274.0 (sq ft)",1,
2786023014,"18419 W CHASE ST",91325,R1-1,"6,959.8 (sq ft)","1,856.0 (sq ft)",1,
5529023017,"927 N LAUREL AVE",90046,R1-1,"6,159.9 (sq ft)","3,483.0 (sq ft)",1,
2512006040,"13208 W FERNMONT ST",91342,RS-1,"7,511.3 (sq ft)","1,188.0 (sq ft)",1,
5108023013,"911 E 48TH ST",90011,R2-1,"7,411.8 (sq ft)","1,390.0 (sq ft)",2,
4415004006,"16751 W SUNSET BLVD",90272,R1-1,"5,530.8 (sq ft)","1,804.0 (sq ft)",1,
2367012002,"4152 N SHADYGLADE AVE",91604,R1-1-RIO,"6,499.9 (sq ft)","5,018.0 (sq ft)",1,
5147031019,,,"[MB2-SH1-5] [IX1-FA] [CPIO]","1,250.9 (sq ft)","5,800.0 (sq ft)",0,
2174025021,"4526 N TENANGO DR",91364,RA-1,"19,684.5 (sq ft)","2,695.0 (sq ft)",1,
5570018016,"7990 W MULHOLLAND DR",90046,RE15-1-H-HCR,"13,858.9 (sq ft)","3,120.0 (sq ft)",1,
4252031030,"3659 S OVERLAND AVE",90034,R4-1,"5,755.2 (sq ft)","5,420.0 (sq ft)",14,
6057018030,"2051 W 96TH ST",90047,R1-1,"5,088.9 (sq ft)","1,003.0 (sq ft)",1,
2365011001,"4458 N FARMDALE AVE",91602,R1-1-RIO,"6,732.9 (sq ft)","1,282.0 (sq ft)",1,
4306022019,"9355 W KIRKSIDE ROAD",90035,R1V2,"6,249.0 (sq ft)","4,768.0 (sq ft)",1,
2305037037,"7916 N COLDWATER CANYON AVE",91605,R1-1,"6,299.8 (sq ft)","1,659.0 (sq ft)",1,
5587009010,"5767 W VALLEY OAK DR",90068,RE9-1D-HCR,"3,854.2 (sq ft)",,,
5040003007,"1361 W 35TH ST",90007,RD1.5-1-CPIO,"6,854.4 (sq ft)","4,435.0 (sq ft)",2,
2505008003,"14712 W LAKESIDE ST",91342,R1-1,"7,141.9 (sq ft)","1,104.0 (sq ft)",1,
5455006037,"1729 N KILBOURN ST",90065,R1-1-HCR,"4,000.0 (sq ft)","1,102.0 (sq ft)",1,
4360017036,"845 S THAYER AVE",90024,R1-1,"8,763.7 (sq ft)","4,030.0 (sq ft)",1,
6042019018,"810 E 88TH ST",90002,R2-1,"5,159.4 (sq ft)","1,312.0 (sq ft)",1,
2638025009,"8338 N LULLABY LANE",91402,R1-1,"5,987.7 (sq ft)","1,454.0 (sq ft)",1,
5402004018,"736 1/2 N LA FAYETTE PARK PL",90026,R2-1VL,"6,900.0 (sq ft)","1,266.0 (sq ft)",1,
4108014019,"6537 W 85TH ST",90045,R1V2,"6,092.5 (sq ft)","1,122.0 (sq ft)",1,
4365003018,"140 S GUNSTON DR",90049,RE11-1,"14,363.2 (sq ft)","2,344.0 (sq ft)",1,
2023004019,"22029 W VALERIO ST",91303,R1-1,"6,785.4 (sq ft)","1,654.0 (sq ft)",1,
5484021019,"5809 E MONTE VISTA ST",90042,RD1.5-1-HPOZ,"20,006.3 (sq ft)","3,240.0 (sq ft)",5,
5432002026,"2440 N HYPERION AVE",90027,[Q]C2-1VL,"2,753.7 (sq ft)","2,340.0 (sq ft)",0,
4261009033,"11330 W SANTA MONICA BLVD",90025,C2-1VL,"4,125.0 (sq ft)","11,516.0 (sq ft)",1,
5205021025,"2675 N WORKMAN ST",90031,[Q]C4-1XL-CDO,"4,676.7 (sq ft)","2,427.0 (sq ft)",0,
2228014016,"7268 N ANDASOL AVE",91406,R1-1,"5,850.2 (sq ft)","1,071.0 (sq ft)",1,
2107019093,"20223 W BLYTHE ST",91306,R1-1,"6,349.7 (sq ft)","1,742.0 (sq ft)",1,
4405037027,"244 S MEDIO DR",90049,R1-1,"7,515.3 (sq ft)","4,664.0 (sq ft)",1,
2532023001,"11338 N DRONFIELD AVE",91331,RS-1-CUGU,"8,192.0 (sq ft)","2,874.0 (sq ft)",1,
2230006023,"16943 W SCHOOLCRAFT ST",91406,R1-1,"6,419.7 (sq ft)","1,336.0 (sq ft)",1,
6002025024,"1429 W 62ND ST",90047,R1-1,"5,352.9 (sq ft)","1,233.0 (sq ft)",1,
4309005022,"2348 S BEVERWIL DR",90034,R1V2-O,"5,312.0 (sq ft)","4,177.0 (sq ft)",1,
4366030013,"427 S DENSLOW AVE",90049,R1-1,"7,725.4 (sq ft)","2,524.0 (sq ft)",1,
7414012017,"1627 N RONAN AVE",90744,R1-1XL-O-CUGU,"4,860.7 (sq ft)","1,257.0 (sq ft)",1,
2135036026,"20156 W BASSETT ST",91306,RS-1-RIO,"7,751.5 (sq ft)","1,529.0 (sq ft)",1,
4211019052,"6829 W ALTAMOR DR",90045,R1V2,"6,668.6 (sq ft)","3,668.0 (sq ft)",1,
2166008007,"5140 N QUAKERTOWN AVE",91364,RA-1,"21,078.6 (sq ft)","2,894.0 (sq ft)",1,
6006002012,"5872 S WOODLAWN AVE",90003,R3-1-CPIO,"5,160.3 (sq ft)","432.0 (sq ft)",1,
5023017029,"4318 S 7TH AVE",90008,R1-1,"4,435.3 (sq ft)","1,215.0 (sq ft)",1,
2701062011,"20212 W VIA MADRIGAL",91326,RE11-1-H,"12,717.7 (sq ft)","5,210.0 (sq ft)",1,
4108008016,"6471 W 83RD ST",90045,R1V2,"6,112.2 (sq ft)","1,726.0 (sq ft)",1,
5046028009,"3693 S VIRGINIA ROAD",90016,R1-1,"6,239.9 (sq ft)","1,564.0 (sq ft)",1,
4327017003,"10332 W EASTBORNE AVE",90024,R1V3-O,"8,040.4 (sq ft)","1,924.0 (sq ft)",1,
4242028015,"2243 S GLYNDON AVE",90291,R1V2,"5,850.3 (sq ft)","1,761.0 (sq ft)",1,
2557026032,"7751 W SUMMITROSE ST",91042,R1-1VL-RFA,"4,025.0 (sq ft)","948.0 (sq ft)",1,
4240007031,"233 S 5TH AVE",90291,RD2-1,"4,130.4 (sq ft)","1,242.0 (sq ft)",1,
2036021038,"23325 W WELBY WAY",91307,RS-1,"7,259.8 (sq ft)","1,250.0 (sq ft)",1,
2527005013,"11870 N SPROULE AVE",91331,R1-1-CUGU,"7,352.4 (sq ft)","1,075.0 (sq ft)",1,
5059016026,"2528 S 8TH AVE",90018,R1-1-O-HPOZ,"8,466.3 (sq ft)","2,056.0 (sq ft)",1,
6069010025,"1629 E 111TH ST",90059,R2-1,"8,617.7 (sq ft)","1,753.0 (sq ft)",1,
5523018023,"5404 W ROSEWOOD AVE",90004,R1R3-RG,"7,870.3 (sq ft)","1,209.0 (sq ft)",1,
7415024002,"1106 N RONAN AVE",90744,R1-1XL-O-CUGU,"7,113.0 (sq ft)","884.0 (sq ft)",1,
2225013019,"6930 N PETIT AVE",91406,R1-1,"10,712.0 (sq ft)","2,665.0 (sq ft)",1,
2180004019,"3970 N TARRYBRAE TER",91356,RA-1-H,"15,251.9 (sq ft)","3,023.0 (sq ft)",1,
2616007004,"11029 N LAUREL CANYON BLVD",91340,R1-1,"6,359.6 (sq ft)","1,324.0 (sq ft)",1,
2175001003,"5101 N VANALDEN AVE",91356,RA-1,"22,044.1 (sq ft)","3,155.0 (sq ft)",1,
5472003070,"1477 W AVENUE 43",90065,RE11-1-HCR,"3,908.9 (sq ft)","2,646.0 (sq ft)",1,
5055017022,"1338 1/2 W 23RD ST",90007,[Q]RD2-1XL-HPOZ,"5,884.2 (sq ft)","4,030.0 (sq ft)",4,
5535034012,"803 1/2 N KINGSLEY DR",90029,RD1.5-1XL,"7,311.3 (sq ft)","2,695.0 (sq ft)",2,
